han,name,hex,dec
幻,1185,5E7B,24187
幼,1186,5E7C,24188
幽,1187,5E7D,24189
幾,1188,5E7E,24190
序,1189,5E8F,24207
庇,1190,5E87,24199
庚,1191,5E9A,24218
店,1192,5E97,24215
府,1193,5E9C,24220
底,1194,5E95,24213
庖,1195,5E96,24214
庠,1196,5EA0,24224
度,1197,5EA6,24230
庫,1198,5EAB,24235
庭,1199,5EAD,24237
座,1200,5EA7,24231
康,1201,5EB7,24247
庸,1202,5EB8,24248
庶,1203,5EB6,24246
庵,1204,5EB5,24245
庾,1205,5EBE,24254
廊,1206,5ECA,24266
廂,1207,5EC2,24258
廁,1208,5EC1,24257
廉,1209,5EC9,24265
廈,1210,5EC8,24264
廓,1211,5ED3,24275
廖,1212,5ED6,24278
廢,1213,5EE2,24290
廚,1214,5EDA,24282
廟,1215,5EDF,24287
廝,1216,5EDD,24285
廣,1217,5EE3,24291
廠,1218,5EE0,24288
龐,1219,9F90,40848
廬,1220,5EEC,24300
廳,1221,5EF3,24307
廷,1222,5EF7,24311
延,1223,5EF6,24310
建,1224,5EFA,24314
廿,1225,5EFF,24319
弁,1226,5F01,24321
弄,1227,5F04,24324
弈,1228,5F08,24328
弊,1229,5F0A,24330
式,1230,5F0F,24335
弒,1231,5F12,24338
弓,1232,5F13,24339
弔,1233,5F14,24340
引,1234,5F15,24341
弘,1235,5F18,24344
弗,1236,5F17,24343
弛,1237,5F1B,24347
弟,1238,5F1F,24351
弦,1239,5F26,24358
弧,1240,5F27,24359
弩,1241,5F29,24361
弭,1242,5F2D,24365
弱,1243,5F31,24369
張,1244,5F35,24373
強,1245,5F37,24375
弼,1246,5F3C,24380
彆,1247,5F46,24390
彈,1248,5F48,24392
彌,1249,5F4C,24396
彎,1250,5F4E,24398
彗,1251,5F57,24407
彙,1252,5F59,24409
彝,1253,5F5D,24413
形,1254,5F62,24418
彤,1255,5F64,24420
彥,1256,5F65,24421
彬,1257,5F6C,24428
彩,1258,5F69,24425
彫,1259,5F6B,24427
彭,1260,5F6D,24429
彰,1261,5F70,24432
影,1262,5F71,24433
彷,1263,5F77,24439
役,1264,5F79,24441
往,1265,5F80,24448
征,1266,5F81,24449
彿,1267,5F7F,24447
彼,1268,5F7C,24444
很,1269,5F88,24456
待,1270,5F85,24453
律,1271,5F8B,24459
徊,1272,5F8A,24458
徇,1273,5F87,24455
後,1274,5F8C,24460
徒,1275,5F92,24466
徑,1276,5F91,24465
徐,1277,5F90,24464
得,1278,5F97,24471
徙,1279,5F99,24473
徘,1280,5F98,24472
從,1281,5F9E,24478
御,1282,5FA1,24481
復,1283,5FA9,24489
循,1284,5FAA,24490
徨,1285,5FA8,24488
徬,1286,5FAC,24492
微,1287,5FAE,24494
徹,1288,5FB9,24505
德,1289,5FB7,24503
徵,1290,5FB5,24501
徽,1291,5FBD,24509
心,1292,5FC3,24515
必,1293,5FC5,24517
忙,1294,5FD9,24537
忖,1295,5FD6,24534
忘,1296,5FD8,24536
忌,1297,5FCC,24524
志,1298,5FD7,24535
忍,1299,5FCD,24525
忱,1300,5FF1,24561
快,1301,5FEB,24555
忝,1302,5FDD,24541
忠,1303,5FE0,24544
忽,1304,5FFD,24573
念,1305,5FF5,24565
忿,1306,5FFF,24575
怔,1307,6014,24596
怯,1308,602F,24623
怵,1309,6035,24629
怖,1310,6016,24598
怪,1311,602A,24618
怏,1312,600F,24591
怕,1313,6015,24597
性,1314,6027,24615
怡,1315,6021,24609
思,1316,601D,24605
怒,1317,6012,24594
怠,1318,6020,24608
急,1319,6025,24613
怎,1320,600E,24590
怨,1321,6028,24616
恨,1322,6068,24680
恢,1323,6062,24674
恆,1324,6046,24646
恃,1325,6043,24643
恬,1326,606C,24684
恍,1327,604D,24653
恫,1328,606B,24683
恰,1329,6070,24688
恪,1330,606A,24682
恤,1331,6064,24676
恙,1332,6059,24665
恣,1333,6063,24675
恥,1334,6065,24677
恐,1335,6050,24656
恭,1336,606D,24685
恩,1337,6069,24681
恕,1338,6055,24661
息,1339,606F,24687
悌,1340,608C,24716
悦,1341,60A6,24742
悟,1342,609F,24735
悖,1343,6096,24726
悚,1344,609A,24730
悍,1345,608D,24717
悄,1346,6084,24708
悔,1347,6094,24724
恿,1348,607F,24703
患,1349,60A3,24739
悉,1350,6089,24713
悠,1351,60A0,24736
您,1352,60A8,24744
惋,1353,60CB,24779
悴,1354,60B4,24756
惦,1355,60E6,24806
悽,1356,60BD,24765
情,1357,60C5,24773
悻,1358,60BB,24763
悵,1359,60B5,24757
惜,1360,60DC,24796
悼,1361,60BC,24764
惘,1362,60D8,24792
惕,1363,60D5,24789
惆,1364,60C6,24774
惟,1365,60DF,24799
悸,1366,60B8,24760
惚,1367,60DA,24794
惑,1368,60D1,24785
惡,1369,60E1,24801
惠,1370,60E0,24800
悶,1371,60B6,24758
悲,1372,60B2,24754
愜,1373,611C,24860
惰,1374,60F0,24816
慨,1375,6168,24936
愣,1376,6123,24867
惺,1377,60FA,24826
愕,1378,6115,24853
惻,1379,60FB,24827
惴,1380,60F4,24820
愠,1381,6120,24864
惱,1382,60F1,24817
愎,1383,610E,24846
惶,1384,60F6,24822
愉,1385,6109,24841
愀,1386,6100,24832
意,1387,610F,24847
想,1388,60F3,24819
惹,1389,60F9,24825
愚,1390,611A,24858
感,1391,611F,24863
愛,1392,611B,24859
愁,1393,6101,24833
愈,1394,6108,24840
慎,1395,614E,24910
慌,1396,614C,24908
慄,1397,6144,24900
愾,1398,613E,24894
愴,1399,6134,24884
愧,1400,6127,24871
慈,1401,6148,24904
愿,1402,613F,24895
慇,1403,6147,24903
態,1404,614B,24907
慷,1405,6177,24951
慳,1406,6173,24947
慚,1407,615A,24922
慢,1408,6162,24930
慣,1409,6163,24931
慟,1410,615F,24927
慘,1411,6158,24920
慶,1412,6176,24950
慧,1413,6167,24935
慝,1414,615D,24925
慕,1415,6155,24917
憂,1416,6182,24962
慰,1417,6170,24944
慮,1418,616E,24942
慼,1419,617C,24956
慫,1420,616B,24939
慾,1421,617E,24958
憧,1422,61A7,24999
憐,1423,6190,24976
憎,1424,618E,24974
憫,1425,61AB,25003
憤,1426,61A4,24996
憬,1427,61AC,25004
憚,1428,619A,24986
憔,1429,6194,24980
憲,1430,61B2,25010
憑,1431,6191,24977
憩,1432,61A9,25001
憊,1433,618A,24970
懍,1434,61CD,25037
憶,1435,61B6,25014
憾,1436,61BE,25022
懂,1437,61C2,25026
懊,1438,61CA,25034
懈,1439,61C8,25032
應,1440,61C9,25033
懇,1441,61C7,25031
懦,1442,61E6,25062
懣,1443,61E3,25059
懲,1444,61F2,25074
懷,1445,61F7,25079
懶,1446,61F6,25078
懵,1447,61F5,25077
懸,1448,61F8,25080
懺,1449,61FA,25082
懼,1450,61FC,25084
懿,1451,61FF,25087
戀,1452,6200,25088
戈,1453,6208,25096
戊,1454,620A,25098
戎,1455,620E,25102
戌,1456,620C,25100
戍,1457,620D,25101
成,1458,6210,25104
戒,1459,6212,25106
我,1460,6211,25105
或,1461,6216,25110
戕,1462,6215,25109
戛,1463,621B,25115
戚,1464,621A,25114
戟,1465,621F,25119
戡,1466,6221,25121
戢,1467,6222,25122
截,1468,622A,25130
戮,1469,622E,25134
戰,1470,6230,25136
戴,1471,6234,25140
戲,1472,6232,25138
戳,1473,6233,25139
户,1474,6237,25143
房,1475,623F,25151
戾,1476,623E,25150
所,1477,6240,25152
扁,1478,6241,25153
扇,1479,6247,25159
扈,1480,6248,25160
扉,1481,6249,25161
才,1482,624D,25165
手,1483,624B,25163
扎,1484,624E,25166
打,1485,6253,25171
扔,1486,6254,25172
扒,1487,6252,25170
扛,1488,625B,25179
扣,1489,6263,25187
托,1490,6258,25176
抗,1491,6297,25239
抖,1492,6296,25238
技,1493,6280,25216
扶,1494,6276,25206
抉,1495,6289,25225
扭,1496,626D,25197
把,1497,628A,25226
扼,1498,627C,25212
找,1499,627E,25214
抒,1500,6292,25234
抄,1501,6284,25220
批,1502,6279,25209
扯,1503,626F,25199
抑,1504,6291,25233
折,1505,6298,25240
扳,1506,6273,25203
扮,1507,626E,25198
投,1508,6295,25237
抓,1509,6293,25235
承,1510,627F,25215
拉,1511,62C9,25289
拌,1512,62CC,25292
拄,1513,62C4,25284
抿,1514,62BF,25279
拂,1515,62C2,25282
抹,1516,62B9,25273
拒,1517,62D2,25298
招,1518,62DB,25307
拓,1519,62D3,25299
拔,1520,62D4,25300
拋,1521,62CB,25291
抨,1522,62A8,25256
拆,1523,62C6,25286
拈,1524,62C8,25288
抽,1525,62BD,25277
押,1526,62BC,25276
拐,1527,62D0,25296
拙,1528,62D9,25305
拇,1529,62C7,25287
披,1530,62AB,25259
拍,1531,62CD,25293
抵,1532,62B5,25269
拚,1533,62DA,25306
抱,1534,62B1,25265
拘,1535,62D8,25304
拖,1536,62D6,25302
拗,1537,62D7,25303
抬,1538,62AC,25260
拜,1539,62DC,25308
挖,1540,6316,25366
按,1541,6309,25353
拼,1542,62FC,25340
挑,1543,6311,25361
拭,1544,62ED,25325
持,1545,6301,25345
拮,1546,62EE,25326
指,1547,6307,25351
拱,1548,62F1,25329
拷,1549,62F7,25335
拯,1550,62EF,25327
拽,1551,62FD,25341
拴,1552,62F4,25332
括,1553,62EC,25324
拾,1554,62FE,25342
拿,1555,62FF,25343
挈,1556,6308,25352
拳,1557,62F3,25331
挾,1558,633E,25406
振,1559,632F,25391
捕,1560,6355,25429
捂,1561,6342,25410
挪,1562,632A,25386
捎,1563,634E,25422
捆,1564,6346,25414
捏,1565,634F,25423
捉,1566,6349,25417
捐,1567,6350,25424
挺,1568,633A,25402
挽,1569,633D,25405
挫,1570,632B,25387
挨,1571,6328,25384
掠,1572,63A0,25504
控,1573,63A7,25511
捲,1574,6372,25458
掖,1575,6396,25494
探,1576,63A2,25506
接,1577,63A5,25509
捩,1578,6369,25449
捷,1579,6377,25463
捧,1580,6367,25447
掘,1581,6398,25496
措,1582,63AA,25514
捱,1583,6371,25457
掩,1584,63A9,25513
掃,1585,6383,25475
掛,1586,639B,25499
捫,1587,636B,25451
掉,1588,6389,25481
排,1589,6392,25490
捨,1590,6368,25448
推,1591,63A8,25512
掄,1592,6384,25476
授,1593,6388,25480
掙,1594,6399,25497
採,1595,63A1,25505
掬,1596,63AC,25516
掏,1597,638F,25487
掀,1598,6380,25472
捻,1599,637B,25467
掌,1600,638C,25484
掣,1601,63A3,25507
揮,1602,63EE,25582
描,1603,63CF,25551
揀,1604,63C0,25536
揉,1605,63C9,25545
揆,1606,63C6,25542
揍,1607,63CD,25549
插,1608,63D2,25554
握,1609,63E1,25569
摒,1610,6452,25682
揩,1611,63E9,25577
揣,1612,63E3,25571
提,1613,63D0,25552
揖,1614,63D6,25558
揭,1615,63ED,25581
揚,1616,63DA,25562
捶,1617,6376,25462
援,1618,63F4,25588
揪,1619,63EA,25578
換,1620,63DB,25563
搜,1621,641C,25628
搾,1622,643E,25662
搞,1623,641E,25630
搪,1624,642A,25642
搓,1625,6413,25619
搭,1626,642D,25645
搽,1627,643D,25661
搏,1628,640F,25615
搔,1629,6414,25620
損,1630,640D,25613
搬,1631,642C,25644
搶,1632,6436,25654
搖,1633,6416,25622
搗,1634,6417,25623
摘,1635,6458,25688
摔,1636,6454,25684
摑,1637,6451,25681
摸,1638,6478,25720
摺,1639,647A,25722
摧,1640,6467,25703
摟,1641,645F,25695
撇,1642,6487,25735
摹,1643,6479,25721
摩,1644,6469,25705
摯,1645,646F,25711
撤,1646,64A4,25764
撞,1647,649E,25758
撈,1648,6488,25736
撰,1649,64B0,25776
撥,1650,64A5,25765
撓,1651,6493,25747
撕,1652,6495,25749
撩,1653,64A9,25769
撒,1654,6492,25746
撐,1655,6490,25744
撲,1656,64B2,25778
撮,1657,64AE,25774
播,1658,64AD,25773
撫,1659,64AB,25771
撚,1660,649A,25754
撬,1661,64AC,25772
擅,1662,64C5,25797
擁,1663,64C1,25793
撻,1664,64BB,25787
擂,1665,64C2,25794
擋,1666,64CB,25803
據,1667,64DA,25818
擄,1668,64C4,25796
擇,1669,64C7,25799
操,1670,64CD,25805
撼,1671,64BC,25788
擔,1672,64D4,25812
擒,1673,64D2,25810
撿,1674,64BF,25791
擊,1675,64CA,25802
擘,1676,64D8,25816
擎,1677,64CE,25806
擠,1678,64E0,25824
擰,1679,64F0,25840
擦,1680,64E6,25830
擬,1681,64EC,25836
擱,1682,64F1,25841
擴,1683,64F4,25844
擲,1684,64F2,25842
擾,1685,64FE,25854
攆,1686,6506,25862
擻,1687,64FB,25851
擺,1688,64FA,25850
攀,1689,6500,25856
攏,1690,650F,25871
攘,1691,6518,25880
攔,1692,6514,25876
攙,1693,6519,25881
攝,1694,651D,25885
攜,1695,651C,25884
攤,1696,6524,25892
攣,1697,6523,25891
攫,1698,652B,25899
攪,1699,652A,25898
攬,1700,652C,25900
支,1701,652F,25903
收,1702,6536,25910
改,1703,6539,25913
攻,1704,653B,25915
放,1705,653E,25918
政,1706,653F,25919
故,1707,6545,25925
效,1708,6548,25928
啟,1709,555F,21855
敖,1710,6556,25942
救,1711,6551,25937
教,1712,6559,25945
敝,1713,655D,25949
敗,1714,6557,25943
敏,1715,654F,25935
敍,1716,654D,25933
敦,1717,6566,25958
敢,1718,6562,25954
散,1719,6563,25955
敞,1720,655E,25950
敬,1721,656C,25964
敲,1722,6572,25970
敵,1723,6575,25973
敷,1724,6577,25975
數,1725,6578,25976
整,1726,6574,25972
斃,1727,6583,25987
斂,1728,6582,25986
文,1729,6587,25991
斑,1730,6591,26001
斐,1731,6590,26000
斗,1732,6597,26007
料,1733,6599,26009
斜,1734,659C,26012
斟,1735,659F,26015
斡,1736,65A1,26017
斤,1737,65A4,26020
斥,1738,65A5,26021
斧,1739,65A7,26023
斫,1740,65AB,26027
斬,1741,65AC,26028
斯,1742,65AF,26031
新,1743,65B0,26032
斷,1744,65B7,26039
方,1745,65B9,26041
於,1746,65BC,26044
施,1747,65BD,26045
旁,1748,65C1,26049
旅,1749,65C5,26053
族,1750,65CF,26063
旋,1751,65CB,26059
旌,1752,65CC,26060
旎,1753,65CE,26062
旗,1754,65D7,26071
旖,1755,65D6,26070
既,1756,65E2,26082
日,1757,65E5,26085
旦,1758,65E6,26086
旨,1759,65E8,26088
早,1760,65E9,26089
旬,1761,65EC,26092
旭,1762,65ED,26093
旱,1763,65F1,26097
旺,1764,65FA,26106
昔,1765,6614,26132
昆,1766,6606,26118
昌,1767,660C,26124
易,1768,6613,26131
昂,1769,6602,26114
明,1770,660E,26126
昏,1771,660F,26127
昇,1772,6607,26119
春,1773,6625,26149
昭,1774,662D,26157
昧,1775,6627,26151
是,1776,662F,26159
映,1777,6620,26144
星,1778,661F,26143
昨,1779,6628,26152
晏,1780,664F,26191
時,1781,6642,26178
晉,1782,6649,26185
晃,1783,6643,26179
晌,1784,664C,26188
晝,1785,665D,26205
晤,1786,6664,26212
晨,1787,6668,26216
晚,1788,665A,26202
晦,1789,6666,26214
普,1790,666E,26222
晰,1791,6670,26224
晴,1792,6674,26228
晶,1793,6676,26230
景,1794,666F,26223
暑,1795,6691,26257
智,1796,667A,26234
暗,1797,6697,26263
暉,1798,6689,26249
暈,1799,6688,26248
暇,1800,6687,26247
暖,1801,6696,26262
暨,1802,66A8,26280
暢,1803,66A2,26274
暮,1804,66AE,26286
暫,1805,66AB,26283
暴,1806,66B4,26292
曆,1807,66C6,26310
曉,1808,66C9,26313
暹,1809,66B9,26297
曙,1810,66D9,26329
曖,1811,66D6,26326
曠,1812,66E0,26336
曝,1813,66DD,26333
曦,1814,66E6,26342
曬,1815,66EC,26348
曰,1816,66F0,26352
曲,1817,66F2,26354
曳,1818,66F3,26355
更,1819,66F4,26356
曷,1820,66F7,26359
書,1821,66F8,26360
曹,1822,66F9,26361
勗,1823,52D7,21207
曾,1824,66FE,26366
替,1825,66FF,26367
會,1826,6703,26371
月,1827,6708,26376
有,1828,6709,26377
服,1829,670D,26381
朋,1830,670B,26379
朔,1831,6714,26388
朕,1832,6715,26389
朗,1833,6717,26391
望,1834,671B,26395
期,1835,671F,26399
朝,1836,671D,26397
朦,1837,6726,26406
朧,1838,6727,26407
木,1839,6728,26408
朮,1840,672E,26414
本,1841,672C,26412
未,1842,672A,26410
末,1843,672B,26411
札,1844,672D,26413
朽,1845,673D,26429
朴,1846,6734,26420
朱,1847,6731,26417
朵,1848,6735,26421
李,1849,674E,26446
材,1850,6750,26448
杆,1851,6746,26438
村,1852,6751,26449
杜,1853,675C,26460
杖,1854,6756,26454
杞,1855,675E,26462
束,1856,675F,26463
杏,1857,674F,26447
杉,1858,6749,26441
杭,1859,676D,26477
枕,1860,6795,26517
杰,1861,6770,26480
杷,1862,6777,26487
枝,1863,679D,26525
林,1864,6797,26519
杯,1865,676F,26479
板,1866,677F,26495
枉,1867,6789,26505
東,1868,6771,26481
果,1869,679C,26524
杳,1870,6773,26483
枇,1871,6787,26503
松,1872,677E,26494
析,1873,6790,26512
杵,1874,6775,26485
枚,1875,679A,26522
柿,1876,67FF,26623
染,1877,67D3,26579
柱,1878,67F1,26609
柔,1879,67D4,26580
某,1880,67D0,26576
架,1881,67B6,26550
枯,1882,67AF,26543
柩,1883,67E9,26601
柯,1884,67EF,26607
柄,1885,67C4,26564
柑,1886,67D1,26577
柬,1887,67EC,26604
柵,1888,67F5,26613
枴,1889,67B4,26548
柚,1890,67DA,26586
查,1891,67E5,26597
枸,1892,67B8,26552
柏,1893,67CF,26575
柳,1894,67F3,26611
枱,1895,67B1,26545
校,1896,6821,26657
核,1897,6838,26680
案,1898,6848,26696
框,1899,6846,26694
桓,1900,6853,26707
根,1901,6839,26681
桂,1902,6842,26690
桔,1903,6854,26708
栩,1904,6829,26665
栗,1905,6817,26647
桑,1906,6851,26705
栽,1907,683D,26685
桌,1908,684C,26700
柴,1909,67F4,26612
桐,1910,6850,26704
桀,1911,6840,26688
格,1912,683C,26684
桃,1913,6843,26691
株,1914,682A,26666
桅,1915,6845,26693
栓,1916,6813,26643
梳,1917,68B3,26803
梁,1918,6881,26753
梯,1919,68AF,26799
梢,1920,68A2,26786
梓,1921,6893,26771
梵,1922,68B5,26805
桶,1923,6876,26742
梧,1924,68A7,26791
梗,1925,6897,26775
械,1926,68B0,26800
桿,1927,687F,26751
梃,1928,6883,26755
梭,1929,68AD,26797
梆,1930,6886,26758
梅,1931,6885,26757
條,1932,689D,26781
梨,1933,68A8,26792
梟,1934,689F,26783
棄,1935,68C4,26820
棺,1936,68FA,26874
棕,1937,68D5,26837
椅,1938,6905,26885
棟,1939,68DF,26847
森,1940,68EE,26862
棧,1941,68E7,26855
棒,1942,68D2,26834
棲,1943,68F2,26866
棣,1944,68E3,26851
棋,1945,68CB,26827
植,1946,690D,26893
棠,1947,68E0,26848
棘,1948,68D8,26840
棗,1949,68D7,26839
棵,1950,68F5,26869
棹,1951,68F9,26873
棍,1952,68CD,26829
椒,1953,6912,26898
椎,1954,690E,26894
棉,1955,68C9,26825
棚,1956,68DA,26842
榔,1957,6994,27028
楚,1958,695A,26970
楠,1959,6960,26976
楔,1960,6954,26964
極,1961,6975,26997
椰,1962,6930,26928
概,1963,6982,27010
業,1964,696D,26989
楷,1965,6977,26999
楊,1966,694A,26954
楨,1967,6968,26984
楫,1968,696B,26987
楞,1969,695E,26974
楓,1970,6953,26963
楹,1971,6979,27001
榆,1972,6986,27014
榜,1973,699C,27036
榨,1974,69A8,27048
榕,1975,6995,27029
槁,1976,69C1,27073
榮,1977,69AE,27054
榷,1978,69B7,27063
槓,1979,69D3,27091
構,1980,69CB,27083
榛,1981,699B,27035
榻,1982,69BB,27067
榴,1983,69B4,27060
槐,1984,69D0,27088
槍,1985,69CD,27085
榭,1986,69AD,27053
槌,1987,69CC,27084
榦,1988,69A6,27046
樑,1989,6A11,27153
樣,1990,6A23,27171
樟,1991,6A1F,27167
槨,1992,69E8,27112
樁,1993,6A01,27137
樞,1994,6A1E,27166
標,1995,6A19,27161
槽,1996,69FD,27133
樊,1997,6A0A,27146
模,1998,6A21,27169
樓,1999,6A13,27155
槳,2000,69F3,27123
樂,2001,6A02,27138
樽,2002,6A3D,27197
橙,2003,6A59,27225
橫,2004,6A6B,27243
橘,2005,6A58,27224
樹,2006,6A39,27193
橄,2007,6A44,27204
橢,2008,6A62,27234
樸,2009,6A38,27192
樺,2010,6A3A,27194
橡,2011,6A61,27233
橋,2012,6A4B,27211
橇,2013,6A47,27207
樵,2014,6A35,27189
機,2015,6A5F,27231
檀,2016,6A80,27264
檔,2017,6A94,27284
檄,2018,6A84,27268
檢,2019,6AA2,27298
檜,2020,6A9C,27292
櫛,2021,6ADB,27355
檳,2022,6AB3,27315
檸,2023,6AB8,27320
櫃,2024,6AC3,27331
檻,2025,6ABB,27323
櫂,2026,6AC2,27330
檬,2027,6AAC,27308
櫥,2028,6AE5,27365
櫝,2029,6ADD,27357
櫚,2030,6ADA,27354
櫓,2031,6AD3,27347
欄,2032,6B04,27396
櫻,2033,6AFB,27387
權,2034,6B0A,27402
欖,2035,6B16,27414
欠,2036,6B20,27424
次,2037,6B21,27425
欣,2038,6B23,27427
欲,2039,6B32,27442
款,2040,6B3E,27454
欺,2041,6B3A,27450
欽,2042,6B3D,27453
歇,2043,6B47,27463
歉,2044,6B49,27465
歌,2045,6B4C,27468
歎,2046,6B4E,27470
歐,2047,6B50,27472
歟,2048,6B5F,27487
歡,2049,6B61,27489
止,2050,6B62,27490
正,2051,6B63,27491
此,2052,6B64,27492
步,2053,6B65,27493
武,2054,6B66,27494
歧,2055,6B67,27495
歪,2056,6B6A,27498
歲,2057,6B72,27506
歷,2058,6B77,27511
歸,2059,6B78,27512
歹,2060,6B79,27513
死,2061,6B7B,27515
歿,2062,6B7F,27519
殃,2063,6B83,27523
殆,2064,6B86,27526
殊,2065,6B8A,27530
殉,2066,6B89,27529
殘,2067,6B98,27544
殖,2068,6B96,27542
殤,2069,6BA4,27556
殮,2070,6BAE,27566
殯,2071,6BAF,27567
殲,2072,6BB2,27570
段,2073,6BB5,27573
殷,2074,6BB7,27575
殺,2075,6BBA,27578
殼,2076,6BBC,27580
毀,2077,6BC0,27584
殿,2078,6BBF,27583
毅,2079,6BC5,27589
毆,2080,6BC6,27590
毋,2081,6BCB,27595
母,2082,6BCD,27597
每,2083,6BCF,27599
毒,2084,6BD2,27602
毓,2085,6BD3,27603
比,2086,6BD4,27604
毗,2087,6BD7,27607
毛,2088,6BDB,27611
毫,2089,6BEB,27627
毯,2090,6BEF,27631
毽,2091,6BFD,27645
氈,2092,6C08,27656
氏,2093,6C0F,27663
民,2094,6C11,27665
氐,2095,6C10,27664
氓,2096,6C13,27667
氖,2097,6C16,27670
氛,2098,6C1B,27675
氟,2099,6C1F,27679
氣,2100,6C23,27683
氧,2101,6C27,27687
氨,2102,6C28,27688
氦,2103,6C26,27686
氤,2104,6C24,27684
氫,2105,6C2B,27691
氮,2106,6C2E,27694
氯,2107,6C2F,27695
氲,2108,6C32,27698
水,2109,6C34,27700
永,2110,6C38,27704
汁,2111,6C41,27713
汀,2112,6C40,27712
氾,2113,6C3E,27710
求,2114,6C42,27714
汗,2115,6C57,27735
污,2116,6C61,27745
江,2117,6C5F,27743
池,2118,6C60,27744
汐,2119,6C50,27728
汕,2120,6C55,27733
汝,2121,6C5D,27741
汞,2122,6C5E,27742
沁,2123,6C81,27777
沈,2124,6C88,27784
沅,2125,6C85,27781
沛,2126,6C9B,27803
汪,2127,6C6A,27754
決,2128,6C7A,27770
沐,2129,6C90,27792
汰,2130,6C70,27760
沌,2131,6C8C,27788
沙,2132,6C99,27801
汨,2133,6C68,27752
沖,2134,6C96,27798
沒,2135,6C92,27794
汽,2136,6C7D,27773
沃,2137,6C83,27779
汲,2138,6C72,27762
汾,2139,6C7E,27774
沉,2140,6C89,27785
泣,2141,6CE3,27875
注,2142,6CE8,27880
泳,2143,6CF3,27891
沱,2144,6CB1,27825
泌,2145,6CCC,27852
泥,2146,6CE5,27877
河,2147,6CB3,27827
沽,2148,6CBD,27837
泄,2149,6CC4,27844
沼,2150,6CBC,27836
沫,2151,6CAB,27819
法,2152,6CD5,27861
泓,2153,6CD3,27859
沸,2154,6CB8,27832
泱,2155,6CF1,27889
沾,2156,6CBE,27838
油,2157,6CB9,27833
況,2158,6CC1,27841
沮,2159,6CAE,27822
泗,2160,6CD7,27863
泅,2161,6CC5,27845
泊,2162,6CCA,27850
波,2163,6CE2,27874
沿,2164,6CBF,27839
治,2165,6CBB,27835
泡,2166,6CE1,27873
泛,2167,6CDB,27867
泉,2168,6CC9,27849
泰,2169,6CF0,27888
洛,2170,6D1B,27931
洋,2171,6D0B,27915
洲,2172,6D32,27954
洪,2173,6D2A,27946
津,2174,6D25,27941
洱,2175,6D31,27953
洞,2176,6D1E,27934
洗,2177,6D17,27927
活,2178,6D3B,27963
洽,2179,6D3D,27965
派,2180,6D3E,27966
洶,2181,6D36,27958
涌,2182,6D8C,28044
流,2183,6D41,27969
浪,2184,6D6A,28010
涕,2185,6D95,28053
涇,2186,6D87,28039
浦,2187,6D66,28006
浸,2188,6D78,28024
浙,2189,6D59,27993
消,2190,6D88,28040
涓,2191,6D93,28051
浬,2192,6D6C,28012
涉,2193,6D89,28041
海,2194,6D77,28023
浮,2195,6D6E,28014
浚,2196,6D5A,27994
浴,2197,6D74,28020
浩,2198,6D69,28009
涎,2199,6D8E,28046
涼,2200,6DBC,28092
淳,2201,6DF3,28147
淙,2202,6DD9,28121
液,2203,6DB2,28082
淡,2204,6DE1,28129
淤,2205,6DE4,28132
淚,2206,6DDA,28122
深,2207,6DF1,28145
淺,2208,6DFA,28154
清,2209,6E05,28165
淇,2210,6DC7,28103
淋,2211,6DCB,28107
涯,2212,6DAF,28079
涮,2213,6DAE,28078
淞,2214,6DDE,28126
淹,2215,6DF9,28153
淅,2216,6DC5,28101
淒,2217,6DD2,28114
渚,2218,6E1A,28186
涵,2219,6DB5,28085
添,2220,6DFB,28155
淌,2221,6DCC,28108
淑,2222,6DD1,28113
涸,2223,6DB8,28088
混,2224,6DF7,28151
淫,2225,6DEB,28139
淘,2226,6DD8,28120
淪,2227,6DEA,28138
淮,2228,6DEE,28142
淨,2229,6DE8,28136
淆,2230,6DC6,28102
淄,2231,6DC4,28100
淵,2232,6DF5,28149
游,2233,6E38,28216
湔,2234,6E54,28244
渡,2235,6E21,28193
渲,2236,6E32,28210
渾,2237,6E3E,28222
港,2238,6E2F,28207
湧,2239,6E67,28263
湊,2240,6E4A,28234
渠,2241,6E20,28192
渥,2242,6E25,28197
渣,2243,6E23,28195
湛,2244,6E5B,28251
湘,2245,6E58,28248
渤,2246,6E24,28196
湖,2247,6E56,28246
湮,2248,6E6E,28270
溉,2249,6E89,28297
渭,2250,6E2D,28205
渦,2251,6E26,28198
湯,2252,6E6F,28271
渴,2253,6E34,28212
湍,2254,6E4D,28237
渺,2255,6E3A,28218
測,2256,6E2C,28204
減,2257,6E1B,28187
湃,2258,6E43,28227
渝,2259,6E1D,28189
渙,2260,6E19,28185
温,2261,6E29,28201
溯,2262,6EAF,28335
滓,2263,6ED3,28371
溶,2264,6EB6,28342
滂,2265,6EC2,28354
溢,2266,6EA2,28322
源,2267,6E90,28304
溝,2268,6E9D,28317
滇,2269,6EC7,28359
滅,2270,6EC5,28357
溥,2271,6EA5,28325
溘,2272,6E98,28312
溺,2273,6EBA,28346
滋,2274,6ECB,28363
滑,2275,6ED1,28369
準,2276,6E96,28310
溜,2277,6E9C,28316
滄,2278,6EC4,28356
滔,2279,6ED4,28372
溪,2280,6EAA,28330
漳,2281,6F33,28467
演,2282,6F14,28436
滾,2283,6EFE,28414
漓,2284,6F13,28435
滴,2285,6EF4,28404
漩,2286,6F29,28457
漾,2287,6F3E,28478
