han,name,hex,dec,note
屈,1072,5C48,23624,
屎,1073,5C4E,23630,
屏,1074,5C4F,23631,
屍,1075,5C4D,23629,
屋,1076,5C4B,23627,
展,1077,5C55,23637,
屑,1078,5C51,23633,
屐,1079,5C50,23632,
屠,1080,5C60,23648,
屜,1081,5C5C,23644,
屢,1082,5C62,23650,
層,1083,5C64,23652,
履,1084,5C65,23653,
屬,1085,5C6C,23660,
屯,1086,5C6F,23663,
山,1087,5C71,23665,
屹,1088,5C79,23673,
岐,1089,5C90,23696,
岑,1090,5C91,23697,
岔,1091,5C94,23700,
岌,1092,5C8C,23692,
岷,1093,5CB7,23735,
岸,1094,5CB8,23736,
岩,1095,5CA9,23721,
岡,1096,5CA1,23713,
崗,1096V,5D17,23831,⿱山岡
岫,1097,5CAB,23723,
岱,1098,5CB1,23729,
岳,1099,5CB3,23731,
峙,1100,5CD9,23769,
峽,1101,5CFD,23805,
峭,1102,5CED,23789,
峻,1103,5CFB,23803,
峪,1104,5CEA,23786,
峨,1105,5CE8,23784,⿰山我
峩,1105V,5CE9,23785,⿱山我
峯,1106,5CEF,23791,⿱山夆
峰,1106V,5CF0,23792,⿰山夆
島,1107,5CF6,23798,
崇,1108,5D07,23815,
崆,1109,5D06,23814,
崎,1110,5D0E,23822,
崛,1111,5D1B,23835,
崖,1112,5D16,23830,
崑,1113,5D11,23825,
崩,1114,5D29,23849,
崢,1115,5D22,23842,
崔,1116,5D14,23828,
崙,1117,5D19,23833,
嵌,1118,5D4C,23884,
嵐,1119,5D50,23888,
嵩,1120,5D69,23913,
嶄,1121,5D84,23940,
嶇,1122,5D87,23943,
嶝,1123,5D9D,23965,
嶼,1124,5DBC,23996,
嶺,1125,5DBA,23994,
嶽,1126,5DBD,23997,
巍,1127,5DCD,24013,
巒,1128,5DD2,24018,
巔,1129,5DD4,24020,
巖,1130,5DD6,24022,
川,1131,5DDD,24029,
州,1132,5DDE,24030,
巢,1133,5DE2,24034,
工,1134,5DE5,24037,
巨,1135,5DE8,24040,
巧,1136,5DE7,24039,
左,1137,5DE6,24038,
巫,1138,5DEB,24043,
差,1139,5DEE,24046,
己,1140,5DF1,24049,
已,1141,5DF2,24050,
巳,1142,5DF3,24051,
巴,1143,5DF4,24052,
巷,1144,5DF7,24055,
巽,1145,5DFD,24061,
巾,1146,5DFE,24062,
市,1147,5E02,24066,
布,1148,5E03,24067,
帆,1149,5E06,24070,
希,1150,5E0C,24076,
帘,1151,5E18,24088,
帚,1152,5E1A,24090,
帖,1153,5E16,24086,
帛,1154,5E1B,24091,
帑,1155,5E11,24081,
帕,1156,5E15,24085,
帝,1157,5E1D,24093,
帥,1158,5E25,24101,
席,1159,5E2D,24109,
師,1160,5E2B,24107,
帶,1161,5E36,24118,
帳,1162,5E33,24115,
常,1163,5E38,24120,
帷,1164,5E37,24119,
幅,1165,5E45,24133,
帽,1166,5E3D,24125,
幀,1167,5E40,24128,
幌,1168,5E4C,24140,
幛,1169,5E5B,24155,
幣,1170,5E63,24163,
幕,1171,5E55,24149,
幗,1172,5E57,24151,
幔,1173,5E54,24148,
幢,1174,5E62,24162,
幟,1175,5E5F,24159,
幫,1176,5E6B,24171,
干,1177,5E72,24178,
平,1178,5E73,24179,
并,1179,5E76,24182,
年,1180,5E74,24180,
幸,1181,5E78,24184,
幹,1182,5E79,24185,
幺,1183,5E7A,24186,
幻,1184,5E7B,24187,
幼,1185,5E7C,24188,
幽,1186,5E7D,24189,
幾,1187,5E7E,24190,
序,1188,5E8F,24207,
庇,1189,5E87,24199,
庚,1190,5E9A,24218,
店,1191,5E97,24215,
府,1192,5E9C,24220,
底,1193,5E95,24213,
庖,1194,5E96,24214,
庠,1195,5EA0,24224,
度,1196,5EA6,24230,
庫,1197,5EAB,24235,
庭,1198,5EAD,24237,
座,1199,5EA7,24231,
康,1200,5EB7,24247,
庸,1201,5EB8,24248,
庶,1202,5EB6,24246,
庵,1203,5EB5,24245,⿸广奄
菴,1203V,83F4,33780,⿱艹奄
庾,1204,5EBE,24254,
廊,1205,5ECA,24266,
廂,1206,5EC2,24258,
廁,1207,5EC1,24257,
廉,1208,5EC9,24265,
廈,1209,5EC8,24264,
廓,1210,5ED3,24275,
廖,1211,5ED6,24278,
廢,1212,5EE2,24290,
廚,1213,5EDA,24282,
廟,1214,5EDF,24287,
廝,1215,5EDD,24285,
廣,1216,5EE3,24291,
廠,1217,5EE0,24288,
龐,1218,9F90,40848,
廬,1219,5EEC,24300,
廳,1220,5EF3,24307,
廷,1221,5EF7,24311,
延,1222,5EF6,24310,
建,1223,5EFA,24314,
廿,1224,5EFF,24319,
弁,1225,5F01,24321,
弄,1226,5F04,24324,
弈,1227,5F08,24328,
弊,1228,5F0A,24330,
式,1229,5F0F,24335,
弒,1230,5F12,24338,
弓,1231,5F13,24339,
弔,1232,5F14,24340,
引,1233,5F15,24341,
弘,1234,5F18,24344,
弗,1235,5F17,24343,
弛,1236,5F1B,24347,
弟,1237,5F1F,24351,
弦,1238,5F26,24358,
弧,1239,5F27,24359,
弩,1240,5F29,24361,
弭,1241,5F2D,24365,
弱,1242,5F31,24369,
張,1243,5F35,24373,
強,1244,5F37,24375,
弼,1245,5F3C,24380,
彆,1246,5F46,24390,
彈,1247,5F48,24392,
彌,1248,5F4C,24396,
彎,1249,5F4E,24398,
彗,1250,5F57,24407,
彙,1251,5F59,24409,
彝,1252,5F5D,24413,
形,1253,5F62,24418,
彤,1254,5F64,24420,
彥,1255,5F65,24421,
彬,1256,5F6C,24428,
彩,1257,5F69,24425,
彫,1258,5F6B,24427,
彭,1259,5F6D,24429,
彰,1260,5F70,24432,
影,1261,5F71,24433,
彷,1262,5F77,24439,
役,1263,5F79,24441,
往,1264,5F80,24448,
征,1265,5F81,24449,
彿,1266,5F7F,24447,
彼,1267,5F7C,24444,
很,1268,5F88,24456,
待,1269,5F85,24453,
律,1270,5F8B,24459,
徊,1271,5F8A,24458,
徇,1272,5F87,24455,
後,1273,5F8C,24460,
徒,1274,5F92,24466,
徑,1275,5F91,24465,
徐,1276,5F90,24464,
得,1277,5F97,24471,
徙,1278,5F99,24473,
徘,1279,5F98,24472,
從,1280,5F9E,24478,
御,1281,5FA1,24481,
復,1282,5FA9,24489,
循,1283,5FAA,24490,
徨,1284,5FA8,24488,
徬,1285,5FAC,24492,
微,1286,5FAE,24494,
徹,1287,5FB9,24505,
德,1288,5FB7,24503,
徵,1289,5FB5,24501,
徽,1290,5FBD,24509,
心,1291,5FC3,24515,
必,1292,5FC5,24517,
忙,1293,5FD9,24537,
忖,1294,5FD6,24534,
忘,1295,5FD8,24536,
忌,1296,5FCC,24524,
志,1297,5FD7,24535,
忍,1298,5FCD,24525,
忱,1299,5FF1,24561,
快,1300,5FEB,24555,
忝,1301,5FDD,24541,
忠,1302,5FE0,24544,
忽,1303,5FFD,24573,
念,1304,5FF5,24565,
忿,1305,5FFF,24575,
怔,1306,6014,24596,
怯,1307,602F,24623,
怵,1308,6035,24629,
怖,1309,6016,24598,
怪,1310,602A,24618,
怏,1311,600F,24591,
怕,1312,6015,24597,
性,1313,6027,24615,
怡,1314,6021,24609,
思,1315,601D,24605,
怒,1316,6012,24594,
怠,1317,6020,24608,
急,1318,6025,24613,
怎,1319,600E,24590,
怨,1320,6028,24616,
恨,1321,6068,24680,
恢,1322,6062,24674,
恆,1323,6046,24646,
恃,1324,6043,24643,
恬,1325,606C,24684,
恍,1326,604D,24653,
恫,1327,606B,24683,
恰,1328,6070,24688,
恪,1329,606A,24682,
恤,1330,6064,24676,
恙,1331,6059,24665,
恣,1332,6063,24675,
恥,1333,6065,24677,
恐,1334,6050,24656,
恭,1335,606D,24685,
恩,1336,6069,24681,
恕,1337,6055,24661,
息,1338,606F,24687,
悌,1339,608C,24716,
悦,1340,60A6,24742,⿰忄⿱丷兄
悅,1340V,6085,24709,⿰忄⿱八兄
悟,1341,609F,24735,
悖,1342,6096,24726,
悚,1343,609A,24730,
悍,1344,608D,24717,
悄,1345,6084,24708,
悔,1346,6094,24724,
恿,1347,607F,24703,
患,1348,60A3,24739,
悉,1349,6089,24713,
悠,1350,60A0,24736,
您,1351,60A8,24744,
惋,1352,60CB,24779,
悴,1353,60B4,24756,
惦,1354,60E6,24806,
悽,1355,60BD,24765,
情,1356,60C5,24773,
悻,1357,60BB,24763,
悵,1358,60B5,24757,
惜,1359,60DC,24796,
悼,1360,60BC,24764,
惘,1361,60D8,24792,
惕,1362,60D5,24789,
惆,1363,60C6,24774,
惟,1364,60DF,24799,
悸,1365,60B8,24760,
惚,1366,60DA,24794,
惑,1367,60D1,24785,
惡,1368,60E1,24801,
惠,1369,60E0,24800,
悶,1370,60B6,24758,
悲,1371,60B2,24754,
愜,1372,611C,24860,
惰,1373,60F0,24816,
慨,1374,6168,24936,
愣,1375,6123,24867,
惺,1376,60FA,24826,
愕,1377,6115,24853,
惻,1378,60FB,24827,
惴,1379,60F4,24820,
愠,1380,6120,24864,⿰忄⿱日皿
慍,1380V,614D,24909,⿰忄⿱囚皿
惱,1381,60F1,24817,
愎,1382,610E,24846,
惶,1383,60F6,24822,
愉,1384,6109,24841,
愀,1385,6100,24832,
意,1386,610F,24847,
想,1387,60F3,24819,
惹,1388,60F9,24825,
愚,1389,611A,24858,
感,1390,611F,24863,
愛,1391,611B,24859,
愁,1392,6101,24833,
愈,1393,6108,24840,
慎,1394,614E,24910,
慌,1395,614C,24908,
慄,1396,6144,24900,
愾,1397,613E,24894,
愴,1398,6134,24884,
愧,1399,6127,24871,
慈,1400,6148,24904,
愿,1401,613F,24895,
慇,1402,6147,24903,
態,1403,614B,24907,
慷,1404,6177,24951,⿰忄康
忼,1404V,5FFC,24572,⿰忄亢
慳,1405,6173,24947,
慚,1406,615A,24922,
慢,1407,6162,24930,
慣,1408,6163,24931,
慟,1409,615F,24927,
慘,1410,6158,24920,
慶,1411,6176,24950,
慧,1412,6167,24935,
慝,1413,615D,24925,
慕,1414,6155,24917,
憂,1415,6182,24962,
慰,1416,6170,24944,
慮,1417,616E,24942,
慼,1418,617C,24956,
慫,1419,616B,24939,
慾,1420,617E,24958,
憧,1421,61A7,24999,
憐,1422,6190,24976,
憎,1423,618E,24974,
憫,1424,61AB,25003,
憤,1425,61A4,24996,
憬,1426,61AC,25004,
憚,1427,619A,24986,
憔,1428,6194,24980,
憲,1429,61B2,25010,
憑,1430,6191,24977,
憩,1431,61A9,25001,
憊,1432,618A,24970,
懍,1433,61CD,25037,
憶,1434,61B6,25014,
憾,1435,61BE,25022,
懂,1436,61C2,25026,
懊,1437,61CA,25034,
懈,1438,61C8,25032,
應,1439,61C9,25033,
懇,1440,61C7,25031,
懦,1441,61E6,25062,
懣,1442,61E3,25059,
懲,1443,61F2,25074,
懷,1444,61F7,25079,
懶,1445,61F6,25078,
懵,1446,61F5,25077,
懸,1447,61F8,25080,
懺,1448,61FA,25082,
懼,1449,61FC,25084,
懿,1450,61FF,25087,
戀,1451,6200,25088,
戈,1452,6208,25096,
戊,1453,620A,25098,
戎,1454,620E,25102,
戌,1455,620C,25100,
戍,1456,620D,25101,
成,1457,6210,25104,
戒,1458,6212,25106,
我,1459,6211,25105,
或,1460,6216,25110,
戕,1461,6215,25109,
戛,1462,621B,25115,
戚,1463,621A,25114,
戟,1464,621F,25119,
戡,1465,6221,25121,
戢,1466,6222,25122,
截,1467,622A,25130,
戮,1468,622E,25134,
戰,1469,6230,25136,
戴,1470,6234,25140,
戲,1471,6232,25138,
戳,1472,6233,25139,
户,1473,6237,25143,
房,1474,623F,25151,
戾,1475,623E,25150,
所,1476,6240,25152,
扁,1477,6241,25153,
扇,1478,6247,25159,
扈,1479,6248,25160,
扉,1480,6249,25161,
才,1481,624D,25165,
手,1482,624B,25163,
扎,1483,624E,25166,
打,1484,6253,25171,
扔,1485,6254,25172,
扒,1486,6252,25170,
扛,1487,625B,25179,
扣,1488,6263,25187,
托,1489,6258,25176,
抗,1490,6297,25239,
抖,1491,6296,25238,
技,1492,6280,25216,
扶,1493,6276,25206,
抉,1494,6289,25225,
扭,1495,626D,25197,
把,1496,628A,25226,
扼,1497,627C,25212,
找,1498,627E,25214,
抒,1499,6292,25234,
抄,1500,6284,25220,
批,1501,6279,25209,
扯,1502,626F,25199,
抑,1503,6291,25233,
折,1504,6298,25240,
扳,1505,6273,25203,
扮,1506,626E,25198,
投,1507,6295,25237,
抓,1508,6293,25235,
承,1509,627F,25215,
拉,1510,62C9,25289,
拌,1511,62CC,25292,
拄,1512,62C4,25284,
抿,1513,62BF,25279,
拂,1514,62C2,25282,
抹,1515,62B9,25273,
拒,1516,62D2,25298,
招,1517,62DB,25307,
拓,1518,62D3,25299,
拔,1519,62D4,25300,
拋,1520,62CB,25291,
抨,1521,62A8,25256,
拆,1522,62C6,25286,
拈,1523,62C8,25288,
抽,1524,62BD,25277,
押,1525,62BC,25276,
拐,1526,62D0,25296,
拙,1527,62D9,25305,
拇,1528,62C7,25287,
披,1529,62AB,25259,
拍,1530,62CD,25293,
抵,1531,62B5,25269,
拚,1532,62DA,25306,
抱,1533,62B1,25265,
拘,1534,62D8,25304,
拖,1535,62D6,25302,
拗,1536,62D7,25303,
抬,1537,62AC,25260,⿰扌台
擡,1537V,64E1,25825,⿰扌臺
拜,1538,62DC,25308,
挖,1539,6316,25366,
按,1540,6309,25353,
拼,1541,62FC,25340,
挑,1542,6311,25361,
拭,1543,62ED,25325,
持,1544,6301,25345,
拮,1545,62EE,25326,
指,1546,6307,25351,
拱,1547,62F1,25329,
拷,1548,62F7,25335,
拯,1549,62EF,25327,
拽,1550,62FD,25341,
拴,1551,62F4,25332,
括,1552,62EC,25324,
拾,1553,62FE,25342,
拿,1554,62FF,25343,
挈,1555,6308,25352,
拳,1556,62F3,25331,
挾,1557,633E,25406,
振,1558,632F,25391,
捕,1559,6355,25429,
捂,1560,6342,25410,
挪,1561,632A,25386,
捎,1562,634E,25422,
捆,1563,6346,25414,
捏,1564,634F,25423,
捉,1565,6349,25417,
捐,1566,6350,25424,
挺,1567,633A,25402,
挽,1568,633D,25405,
挫,1569,632B,25387,
挨,1570,6328,25384,
掠,1571,63A0,25504,
控,1572,63A7,25511,
捲,1573,6372,25458,
掖,1574,6396,25494,
探,1575,63A2,25506,
接,1576,63A5,25509,
捩,1577,6369,25449,
捷,1578,6377,25463,
捧,1579,6367,25447,
掘,1580,6398,25496,
措,1581,63AA,25514,
捱,1582,6371,25457,
掩,1583,63A9,25513,
掃,1584,6383,25475,
掛,1585,639B,25499,
捫,1586,636B,25451,
掉,1587,6389,25481,
排,1588,6392,25490,
捨,1589,6368,25448,
推,1590,63A8,25512,
掄,1591,6384,25476,
授,1592,6388,25480,
掙,1593,6399,25497,
採,1594,63A1,25505,
掬,1595,63AC,25516,
掏,1596,638F,25487,
掀,1597,6380,25472,
捻,1598,637B,25467,
掌,1599,638C,25484,
掣,1600,63A3,25507,
揮,1601,63EE,25582,
描,1602,63CF,25551,
揀,1603,63C0,25536,
揉,1604,63C9,25545,
揆,1605,63C6,25542,
揍,1606,63CD,25549,
插,1607,63D2,25554,
握,1608,63E1,25569,
摒,1609,6452,25682,
揩,1610,63E9,25577,
揣,1611,63E3,25571,
提,1612,63D0,25552,
揖,1613,63D6,25558,
揭,1614,63ED,25581,
揚,1615,63DA,25562,
捶,1616,6376,25462,
援,1617,63F4,25588,
揪,1618,63EA,25578,
換,1619,63DB,25563,
搜,1620,641C,25628,
搾,1621,643E,25662,
搞,1622,641E,25630,
搪,1623,642A,25642,
搓,1624,6413,25619,
搭,1625,642D,25645,
搽,1626,643D,25661,
搏,1627,640F,25615,
搔,1628,6414,25620,
損,1629,640D,25613,
搬,1630,642C,25644,
搶,1631,6436,25654,
搖,1632,6416,25622,
搗,1633,6417,25623,
摘,1634,6458,25688,
摔,1635,6454,25684,
摑,1636,6451,25681,
摸,1637,6478,25720,
摺,1638,647A,25722,
摧,1639,6467,25703,
摟,1640,645F,25695,
撇,1641,6487,25735,
摹,1642,6479,25721,
摩,1643,6469,25705,
摯,1644,646F,25711,
撤,1645,64A4,25764,
撞,1646,649E,25758,
撈,1647,6488,25736,
撰,1648,64B0,25776,
撥,1649,64A5,25765,
撓,1650,6493,25747,
撕,1651,6495,25749,
撩,1652,64A9,25769,
撒,1653,6492,25746,
撐,1654,6490,25744,
撲,1655,64B2,25778,
撮,1656,64AE,25774,
播,1657,64AD,25773,
撫,1658,64AB,25771,
撚,1659,649A,25754,
撬,1660,64AC,25772,
擅,1661,64C5,25797,
擁,1662,64C1,25793,
撻,1663,64BB,25787,
擂,1664,64C2,25794,
擋,1665,64CB,25803,
據,1666,64DA,25818,
擄,1667,64C4,25796,
擇,1668,64C7,25799,
操,1669,64CD,25805,
撼,1670,64BC,25788,
擔,1671,64D4,25812,
擒,1672,64D2,25810,
撿,1673,64BF,25791,
擊,1674,64CA,25802,
擘,1675,64D8,25816,
擎,1676,64CE,25806,
擠,1677,64E0,25824,
擰,1678,64F0,25840,
擦,1679,64E6,25830,
擬,1680,64EC,25836,
擱,1681,64F1,25841,
擴,1682,64F4,25844,
擲,1683,64F2,25842,
擾,1684,64FE,25854,
攆,1685,6506,25862,
擻,1686,64FB,25851,
擺,1687,64FA,25850,
攀,1688,6500,25856,
攏,1689,650F,25871,
攘,1690,6518,25880,
攔,1691,6514,25876,
攙,1692,6519,25881,
攝,1693,651D,25885,
攜,1694,651C,25884,⿰扌巂
携,1694V,643A,25658,⿰扌隽
攤,1695,6524,25892,
攣,1696,6523,25891,
攫,1697,652B,25899,
攪,1698,652A,25898,
攬,1699,652C,25900,
支,1700,652F,25903,
收,1701,6536,25910,
改,1702,6539,25913,
攻,1703,653B,25915,
放,1704,653E,25918,
政,1705,653F,25919,
故,1706,6545,25925,
效,1707,6548,25928,
啟,1708,555F,21855,⿰启攵
啓,1708V,5553,21843,⿱𢼄口
敖,1709,6556,25942,
救,1710,6551,25937,
教,1711,6559,25945,⿰孝攵
敎,1711V,654E,25934,⿰𡥉攵
敝,1712,655D,25949,
敗,1713,6557,25943,
敏,1714,654F,25935,
敍,1715,654D,25933,⿰余攴
叙,1715V,53D9,21465,⿰余又
敘,1715V2,6558,25944,⿰余攵
敦,1716,6566,25958,
敢,1717,6562,25954,
散,1718,6563,25955,
敞,1719,655E,25950,
敬,1720,656C,25964,
敲,1721,6572,25970,
敵,1722,6575,25973,
敷,1723,6577,25975,
數,1724,6578,25976,
整,1725,6574,25972,
斃,1726,6583,25987,
斂,1727,6582,25986,
文,1728,6587,25991,
斑,1729,6591,26001,
斐,1730,6590,26000,
斗,1731,6597,26007,
料,1732,6599,26009,
斜,1733,659C,26012,
斟,1734,659F,26015,
斡,1735,65A1,26017,
斤,1736,65A4,26020,
斥,1737,65A5,26021,
斧,1738,65A7,26023,
斫,1739,65AB,26027,
斬,1740,65AC,26028,
斯,1741,65AF,26031,
新,1742,65B0,26032,
斷,1743,65B7,26039,
方,1744,65B9,26041,
於,1745,65BC,26044,
施,1746,65BD,26045,
旁,1747,65C1,26049,
旅,1748,65C5,26053,
族,1749,65CF,26063,
旋,1750,65CB,26059,
旌,1751,65CC,26060,
旎,1752,65CE,26062,
旗,1753,65D7,26071,
旖,1754,65D6,26070,
既,1755,65E2,26082,
日,1756,65E5,26085,
旦,1757,65E6,26086,
旨,1758,65E8,26088,
早,1759,65E9,26089,
旬,1760,65EC,26092,
旭,1761,65ED,26093,
旱,1762,65F1,26097,
旺,1763,65FA,26106,
昔,1764,6614,26132,
昆,1765,6606,26118,
昌,1766,660C,26124,
易,1767,6613,26131,
昂,1768,6602,26114,
明,1769,660E,26126,
昏,1770,660F,26127,
昇,1771,6607,26119,
春,1772,6625,26149,
昭,1773,662D,26157,
昧,1774,6627,26151,
是,1775,662F,26159,
映,1776,6620,26144,
星,1777,661F,26143,
昨,1778,6628,26152,
晏,1779,664F,26191,
時,1780,6642,26178,
晉,1781,6649,26185,
晃,1782,6643,26179,
晌,1783,664C,26188,
晝,1784,665D,26205,
晤,1785,6664,26212,
晨,1786,6668,26216,
晚,1787,665A,26202,
晦,1788,6666,26214,
普,1789,666E,26222,
晰,1790,6670,26224,
晴,1791,6674,26228,
晶,1792,6676,26230,
景,1793,666F,26223,
暑,1794,6691,26257,
智,1795,667A,26234,
暗,1796,6697,26263,
暉,1797,6689,26249,
暈,1798,6688,26248,
暇,1799,6687,26247,
暖,1800,6696,26262,
暨,1801,66A8,26280,
暢,1802,66A2,26274,
暮,1803,66AE,26286,
暫,1804,66AB,26283,
暴,1805,66B4,26292,
曆,1806,66C6,26310,
曉,1807,66C9,26313,
暹,1808,66B9,26297,
曙,1809,66D9,26329,
曖,1810,66D6,26326,
曠,1811,66E0,26336,
曝,1812,66DD,26333,
曦,1813,66E6,26342,
曬,1814,66EC,26348,
曰,1815,66F0,26352,
曲,1816,66F2,26354,
曳,1817,66F3,26355,
更,1818,66F4,26356,
曷,1819,66F7,26359,
書,1820,66F8,26360,
曹,1821,66F9,26361,
勗,1822,52D7,21207,
曾,1823,66FE,26366,
替,1824,66FF,26367,
會,1825,6703,26371,
月,1826,6708,26376,
有,1827,6709,26377,
服,1828,670D,26381,
朋,1829,670B,26379,
朔,1830,6714,26388,
朕,1831,6715,26389,
朗,1832,6717,26391,
望,1833,671B,26395,
期,1834,671F,26399,
朝,1835,671D,26397,
朦,1836,6726,26406,
朧,1837,6727,26407,
木,1838,6728,26408,
朮,1839,672E,26414,
本,1840,672C,26412,
未,1841,672A,26410,
末,1842,672B,26411,
札,1843,672D,26413,
朽,1844,673D,26429,
朴,1845,6734,26420,
朱,1846,6731,26417,
朵,1847,6735,26421,
李,1848,674E,26446,
材,1849,6750,26448,
杆,1850,6746,26438,
村,1851,6751,26449,⿰木寸
邨,1851V,90A8,37032,⿰屯阝
杜,1852,675C,26460,
杖,1853,6756,26454,
杞,1854,675E,26462,
束,1855,675F,26463,
杏,1856,674F,26447,
杉,1857,6749,26441,
杭,1858,676D,26477,
枕,1859,6795,26517,
杰,1860,6770,26480,
杷,1861,6777,26487,
枝,1862,679D,26525,
林,1863,6797,26519,
杯,1864,676F,26479,
板,1865,677F,26495,
枉,1866,6789,26505,
東,1867,6771,26481,
果,1868,679C,26524,
杳,1869,6773,26483,
枇,1870,6787,26503,
松,1871,677E,26494,
析,1872,6790,26512,
杵,1873,6775,26485,
枚,1874,679A,26522,
柿,1875,67FF,26623,
染,1876,67D3,26579,
柱,1877,67F1,26609,
柔,1878,67D4,26580,
某,1879,67D0,26576,
架,1880,67B6,26550,
枯,1881,67AF,26543,
柩,1882,67E9,26601,
柯,1883,67EF,26607,
柄,1884,67C4,26564,
柑,1885,67D1,26577,
柬,1886,67EC,26604,
柵,1887,67F5,26613,
枴,1888,67B4,26548,
柚,1889,67DA,26586,
查,1890,67E5,26597,
枸,1891,67B8,26552,
柏,1892,67CF,26575,
柳,1893,67F3,26611,
枱,1894,67B1,26545,⿰木台
檯,1894V,6AAF,27311,⿰木臺
校,1895,6821,26657,
核,1896,6838,26680,
案,1897,6848,26696,
框,1898,6846,26694,
桓,1899,6853,26707,
根,1900,6839,26681,
桂,1901,6842,26690,
桔,1902,6854,26708,
栩,1903,6829,26665,
栗,1904,6817,26647,
桑,1905,6851,26705,
栽,1906,683D,26685,
桌,1907,684C,26700,
柴,1908,67F4,26612,
桐,1909,6850,26704,
桀,1910,6840,26688,
格,1911,683C,26684,
桃,1912,6843,26691,
株,1913,682A,26666,
桅,1914,6845,26693,
栓,1915,6813,26643,
梳,1916,68B3,26803,
梁,1917,6881,26753,
梯,1918,68AF,26799,
梢,1919,68A2,26786,
梓,1920,6893,26771,
梵,1921,68B5,26805,
桶,1922,6876,26742,
梧,1923,68A7,26791,
梗,1924,6897,26775,
械,1925,68B0,26800,
桿,1926,687F,26751,
梃,1927,6883,26755,
梭,1928,68AD,26797,
梆,1929,6886,26758,
梅,1930,6885,26757,
條,1931,689D,26781,
梨,1932,68A8,26792,
梟,1933,689F,26783,
棄,1934,68C4,26820,
棺,1935,68FA,26874,
棕,1936,68D5,26837,
椅,1937,6905,26885,
棟,1938,68DF,26847,
森,1939,68EE,26862,
棧,1940,68E7,26855,
棒,1941,68D2,26834,
棲,1942,68F2,26866,
棣,1943,68E3,26851,
棋,1944,68CB,26827,
植,1945,690D,26893,
棠,1946,68E0,26848,
棘,1947,68D8,26840,
棗,1948,68D7,26839,
棵,1949,68F5,26869,
棹,1950,68F9,26873,
棍,1951,68CD,26829,
椒,1952,6912,26898,
椎,1953,690E,26894,
棉,1954,68C9,26825,
棚,1955,68DA,26842,
榔,1956,6994,27028,
楚,1957,695A,26970,
楠,1958,6960,26976,
楔,1959,6954,26964,
極,1960,6975,26997,
椰,1961,6930,26928,
概,1962,6982,27010,
業,1963,696D,26989,
楷,1964,6977,26999,
楊,1965,694A,26954,
楨,1966,6968,26984,
楫,1967,696B,26987,
楞,1968,695E,26974,
楓,1969,6953,26963,
楹,1970,6979,27001,
榆,1971,6986,27014,
榜,1972,699C,27036,
榨,1973,69A8,27048,
榕,1974,6995,27029,
槁,1975,69C1,27073,
榮,1976,69AE,27054,
榷,1977,69B7,27063,
槓,1978,69D3,27091,
構,1979,69CB,27083,
榛,1980,699B,27035,
榻,1981,69BB,27067,
榴,1982,69B4,27060,
槐,1983,69D0,27088,
槍,1984,69CD,27085,
榭,1985,69AD,27053,
槌,1986,69CC,27084,
榦,1987,69A6,27046,
樑,1988,6A11,27153,
樣,1989,6A23,27171,
樟,1990,6A1F,27167,
槨,1991,69E8,27112,
樁,1992,6A01,27137,
樞,1993,6A1E,27166,
標,1994,6A19,27161,
槽,1995,69FD,27133,
樊,1996,6A0A,27146,
模,1997,6A21,27169,
樓,1998,6A13,27155,
槳,1999,69F3,27123,
樂,2000,6A02,27138,
樽,2001,6A3D,27197,
橙,2002,6A59,27225,
橫,2003,6A6B,27243,
橘,2004,6A58,27224,
樹,2005,6A39,27193,
橄,2006,6A44,27204,
橢,2007,6A62,27234,
樸,2008,6A38,27192,
樺,2009,6A3A,27194,
橡,2010,6A61,27233,
橋,2011,6A4B,27211,
橇,2012,6A47,27207,
樵,2013,6A35,27189,
機,2014,6A5F,27231,
檀,2015,6A80,27264,
檔,2016,6A94,27284,
檄,2017,6A84,27268,
檢,2018,6AA2,27298,
檜,2019,6A9C,27292,
櫛,2020,6ADB,27355,
檳,2021,6AB3,27315,
檸,2022,6AB8,27320,
櫃,2023,6AC3,27331,⿰木匱
柜,2023V,67DC,26588,⿰木巨
檻,2024,6ABB,27323,
櫂,2025,6AC2,27330,
檬,2026,6AAC,27308,
櫥,2027,6AE5,27365,
櫝,2028,6ADD,27357,
櫚,2029,6ADA,27354,
櫓,2030,6AD3,27347,
欄,2031,6B04,27396,
櫻,2032,6AFB,27387,
權,2033,6B0A,27402,
欖,2034,6B16,27414,
欠,2035,6B20,27424,
次,2036,6B21,27425,
欣,2037,6B23,27427,
欲,2038,6B32,27442,
款,2039,6B3E,27454,
欺,2040,6B3A,27450,
欽,2041,6B3D,27453,
歇,2042,6B47,27463,
歉,2043,6B49,27465,
歌,2044,6B4C,27468,
歎,2045,6B4E,27470,⿰𦰩欠
嘆,2045V,5606,22022,⿰口𦰩
歐,2046,6B50,27472,
歟,2047,6B5F,27487,
歡,2048,6B61,27489,
止,2049,6B62,27490,
正,2050,6B63,27491,
此,2051,6B64,27492,
步,2052,6B65,27493,
武,2053,6B66,27494,
歧,2054,6B67,27495,
歪,2055,6B6A,27498,
歲,2056,6B72,27506,
歷,2057,6B77,27511,
歸,2058,6B78,27512,
歹,2059,6B79,27513,
死,2060,6B7B,27515,
歿,2061,6B7F,27519,
殃,2062,6B83,27523,
殆,2063,6B86,27526,
殊,2064,6B8A,27530,
殉,2065,6B89,27529,
