han,name,hex,dec,note
遙,4144,9059,36953,
遞,4145,905E,36958,
適,4146,9069,36969,
遮,4147,906E,36974,
遨,4148,9068,36968,
遭,4149,906D,36973,
遷,4150,9077,36983,
遵,4151,9075,36981,
遴,4152,9074,36980,
選,4153,9078,36984,
遲,4154,9072,36978,
遼,4155,907C,36988,
遺,4156,907A,36986,
避,4157,907F,36991,
遽,4158,907D,36989,
還,4159,9084,36996,
邁,4160,9081,36993,
邂,4161,9082,36994,
邀,4162,9080,36992,
邇,4163,9087,36999,
邊,4164,908A,37002,
邐,4165,9090,37008,
邏,4166,908F,37007,
邑,4167,9091,37009,
邕,4168,9095,37013,
邢,4169,90A2,37026,
邪,4170,90AA,37034,
那,4171,90A3,37027,
邦,4172,90A6,37030,
邵,4173,90B5,37045,
邸,4174,90B8,37048,
邱,4175,90B1,37041,
郊,4176,90CA,37066,
郎,4177,90CE,37070,
郁,4178,90C1,37057,
郡,4179,90E1,37089,
部,4180,90E8,37096,
郭,4181,90ED,37101,
都,4182,90FD,37117,
都,4182V,FA26,64038,
鄂,4183,9102,37122,
郵,4184,90F5,37109,
鄉,4185,9109,37129,
鄒,4186,9112,37138,
鄙,4187,9119,37145,
鄰,4188,9130,37168,
鄭,4189,912D,37165,
鄧,4190,9127,37159,
鄱,4191,9131,37169,
酉,4192,9149,37193,
酋,4193,914B,37195,
酊,4194,914A,37194,
酒,4195,9152,37202,
配,4196,914D,37197,
酌,4197,914C,37196,
酗,4198,9157,37207,
酣,4199,9163,37219,
酥,4200,9165,37221,
酬,4201,916C,37228,
酪,4202,916A,37226,
酩,4203,9169,37225,
酵,4204,9175,37237,
酸,4205,9178,37240,
酷,4206,9177,37239,
醇,4207,9187,37255,
醉,4208,9189,37257,
醋,4209,918B,37259,
醃,4210,9183,37251,
醒,4211,9192,37266,
醖,4212,9196,37270,
醞,4212V,919E,37278,
醣,4213,91A3,37283,
醜,4214,919C,37276,
醫,4215,91AB,37291,
醬,4216,91AC,37292,
醺,4217,91BA,37306,
釀,4218,91C0,37312,
釁,4219,91C1,37313,
采,4220,91C7,37319,
釉,4221,91C9,37321,
釋,4222,91CB,37323,
里,4223,91CC,37324,
重,4224,91CD,37325,
野,4225,91CE,37326,
量,4226,91CF,37327,
釐,4227,91D0,37328,
金,4228,91D1,37329,
釘,4229,91D8,37336,
針,4230,91DD,37341,
釗,4231,91D7,37335,
釜,4232,91DC,37340,
釵,4233,91F5,37365,
釦,4234,91E6,37350,
釣,4235,91E3,37347,
釧,4236,91E7,37351,
鈕,4237,9215,37397,
鈣,4238,9223,37411,
鈍,4239,920D,37389,
鈔,4240,9214,37396,
鈉,4241,9209,37385,
鈞,4242,921E,37406,
鈐,4243,9210,37392,
鈷,4244,9237,37431,
鉗,4245,9257,37463,
鈸,4246,9238,37432,
鉀,4247,9240,37440,
鈾,4248,923E,37438,
鉛,4249,925B,37467,
鉋,4250,924B,37451,
鈎,4251,920E,37390,⿰金⿹勹厶
鉤,4251V,9264,37476,⿰金⿹勹口
鉑,4252,9251,37457,
鈴,4253,9234,37428,
銀,4254,9280,37504,
銅,4255,9285,37509,
銘,4256,9298,37528,
銖,4257,9296,37526,
銓,4258,9293,37523,
銜,4259,929C,37532,
銬,4260,92AC,37548,
銻,4261,92BB,37563,
鋭,4262,92ED,37613,⿰金⿱丷兄
銳,4262V,92B3,37555,⿰金⿱八兄
鋅,4263,92C5,37573,
鋪,4264,92EA,37610,
銷,4265,92B7,37559,
鋤,4266,92E4,37604,
鋁,4267,92C1,37569,
銼,4268,92BC,37564,
鋒,4269,92D2,37586,
錠,4270,9320,37664,
錶,4271,9336,37686,
鋸,4272,92F8,37624,
錳,4273,9333,37683,
錯,4274,932F,37679,
錢,4275,9322,37666,
鋼,4276,92FC,37628,
錫,4277,932B,37675,
錄,4278,9304,37636,
錚,4279,931A,37658,
錐,4280,9310,37648,
錦,4281,9326,37670,
鍍,4282,934D,37709,
鎂,4283,9382,37762,
錨,4284,9328,37672,
鍵,4285,9375,37749,
鍊,4286,934A,37706,
鍥,4287,9365,37733,
鍋,4288,934B,37707,
錘,4289,9318,37656,
鍾,4290,937E,37758,
鍬,4291,936C,37740,
鍛,4292,935B,37723,
鎔,4293,9394,37780,
鎊,4294,938A,37770,
鎮,4295,93AE,37806,
鎖,4296,9396,37782,
鎢,4297,93A2,37794,
鎳,4298,93B3,37811,
鏡,4299,93E1,37857,
鏑,4300,93D1,37841,
鏟,4301,93DF,37855,
鏃,4302,93C3,37827,
鏖,4303,93D6,37846,
鏈,4304,93C8,37832,
鏢,4305,93E2,37858,
鏗,4306,93D7,37847,
鏜,4307,93DC,37852,
鏘,4308,93D8,37848,
鐘,4309,9418,37912,
鐃,4310,9403,37891,
鏽,4311,93FD,37885,⿰金肅
銹,4311V,92B9,37561,⿰金秀
鐮,4312,942E,37934,
鐳,4313,9433,37939,
鐵,4314,9435,37941,
鐺,4315,943A,37946,
鐸,4316,9438,37944,
鐲,4317,9432,37938,
鑄,4318,9444,37956,
鑒,4319,9452,37970,⿱𰯲金
鑑,4319V,9451,37969,⿰金監
鑣,4320,9463,37987,
鑠,4321,9460,37984,
鑲,4322,9472,38002,
鑰,4323,9470,38000,
鑾,4324,947E,38014,
鑼,4325,947C,38012,
鑽,4326,947D,38013,
鑿,4327,947F,38015,
長,4328,9577,38263,
門,4329,9580,38272,
閂,4330,9582,38274,
閃,4331,9583,38275,
閉,4332,9589,38281,
閔,4333,9594,38292,
閏,4334,958F,38287,
開,4335,958B,38283,
閑,4336,9591,38289,
間,4337,9593,38291,
閒,4338,9592,38290,
閘,4339,9598,38296,
閡,4340,95A1,38305,
閨,4341,95A8,38312,
閩,4342,95A9,38313,
閣,4343,95A3,38307,
閥,4344,95A5,38309,
閤,4345,95A4,38308,
閲,4346,95B2,38322,⿵門⿱丷兄
閱,4346V,95B1,38321,⿵門⿱八兄
閭,4347,95AD,38317,
閻,4348,95BB,38331,
闊,4349,95CA,38346,
闋,4350,95CB,38347,
闌,4351,95CC,38348,
闈,4352,95C8,38344,
闆,4353,95C6,38342,
闔,4354,95D4,38356,
闖,4355,95D6,38358,
闐,4356,95D0,38352,
關,4357,95DC,38364,
闡,4358,95E1,38369,
闢,4359,95E2,38370,
阡,4360,9621,38433,
防,4361,9632,38450,
阮,4362,962E,38446,
阱,4363,9631,38449,
阪,4364,962A,38442,
阜,4365,961C,38428,
陀,4366,9640,38464,
阿,4367,963F,38463,
阻,4368,963B,38459,
附,4369,9644,38468,
限,4370,9650,38480,
陋,4371,964B,38475,
陌,4372,964C,38476,
降,4373,964D,38477,
院,4374,9662,38498,
陣,4375,9663,38499,
陡,4376,9661,38497,
陝,4377,965D,38493,
陛,4378,965B,38491,
除,4379,9664,38500,
陪,4380,966A,38506,
陵,4381,9675,38517,
陳,4382,9673,38515,
陸,4383,9678,38520,
陰,4384,9670,38512,
陶,4385,9676,38518,
陷,4386,9677,38519,
隊,4387,968A,38538,
隋,4388,968B,38539,
階,4389,968E,38542,
陽,4390,967D,38525,
隅,4391,9685,38533,
隆,4392,9686,38534,
隍,4393,968D,38541,
陲,4394,9672,38514,
隘,4395,9698,38552,
隔,4396,9694,38548,
隕,4397,9695,38549,
隙,4398,9699,38553,
障,4399,969C,38556,
際,4400,969B,38555,
隧,4401,96A7,38567,
隨,4402,96A8,38568,
險,4403,96AA,38570,
隱,4404,96B1,38577,
隴,4405,96B4,38580,
隸,4406,96B8,38584,
隻,4407,96BB,38587,
雀,4408,96C0,38592,
雇,4409,96C7,38599,
雁,4410,96C1,38593,
雅,4411,96C5,38597,
雄,4412,96C4,38596,
集,4413,96C6,38598,
雋,4414,96CB,38603,
雍,4415,96CD,38605,
雉,4416,96C9,38601,
雌,4417,96CC,38604,
雕,4418,96D5,38613,
雖,4419,96D6,38614,
雜,4420,96DC,38620,
雙,4421,96D9,38617,
雛,4422,96DB,38619,
雞,4423,96DE,38622,
難,4424,96E3,38627,
離,4425,96E2,38626,
雨,4426,96E8,38632,
雪,4427,96EA,38634,
雯,4428,96EF,38639,
雲,4429,96F2,38642,
雷,4430,96F7,38647,
電,4431,96FB,38651,
雹,4432,96F9,38649,
零,4433,96F6,38646,
需,4434,9700,38656,
震,4435,9707,38663,
霄,4436,9704,38660,
霆,4437,9706,38662,
霉,4438,9709,38665,
霎,4439,970E,38670,
霑,4440,9711,38673,
霖,4441,9716,38678,
霍,4442,970D,38669,
霓,4443,9713,38675,
霏,4444,970F,38671,
霜,4445,971C,38684,
霞,4446,971E,38686,
霪,4447,972A,38698,
霧,4448,9727,38695,
霸,4449,9738,38712,
霹,4450,9739,38713,
露,4451,9732,38706,
霽,4452,973D,38717,
霾,4453,973E,38718,
靄,4454,9744,38724,
靂,4455,9742,38722,
靈,4456,9748,38728,
青,4457,9752,38738,
靖,4458,9756,38742,
靛,4459,975B,38747,
靜,4460,975C,38748,
非,4461,975E,38750,
靠,4462,9760,38752,
靡,4463,9761,38753,
面,4464,9762,38754,
靦,4465,9766,38758,
靨,4466,9768,38760,
革,4467,9769,38761,
靶,4468,9776,38774,
靴,4469,9774,38772,
靼,4470,977C,38780,
鞅,4471,9785,38789,
鞍,4472,978D,38797,
鞋,4473,978B,38795,
鞏,4474,978F,38799,
鞘,4475,9798,38808,
鞠,4476,97A0,38816,
鞣,4477,97A3,38819,
鞦,4478,97A6,38822,
鞭,4479,97AD,38829,
韃,4480,97C3,38851,
韁,4481,97C1,38849,
韆,4482,97C6,38854,
韋,4483,97CB,38859,
韌,4484,97CC,38860,⿰韋刃
靭,4484V,976D,38765,⿰革刃
韓,4485,97D3,38867,
韜,4486,97DC,38876,
韭,4487,97ED,38893,
音,4488,97F3,38899,
章,4489,7AE0,31456,
竟,4490,7ADF,31455,
韶,4491,97F6,38902,
韻,4492,97FB,38907,⿰音員
韵,4492V,97F5,38901,⿰音勻
響,4493,97FF,38911,
頁,4494,9801,38913,
頂,4495,9802,38914,
頃,4496,9803,38915,
項,4497,9805,38917,
順,4498,9806,38918,
須,4499,9808,38920,
預,4500,9810,38928,
頑,4501,9811,38929,
頓,4502,9813,38931,
頒,4503,9812,38930,
頌,4504,980C,38924,
頗,4505,9817,38935,
領,4506,9818,38936,
頡,4507,9821,38945,
頰,4508,9830,38960,
頸,4509,9838,38968,
頻,4510,983B,38971,
頭,4511,982D,38957,
頤,4512,9824,38948,
頷,4513,9837,38967,
頹,4514,9839,38969,
顆,4515,9846,38982,
額,4516,984D,38989,
顏,4517,984F,38991,
題,4518,984C,38988,
顎,4519,984E,38990,
類,4520,985E,39006,
願,4521,9858,39000,
顛,4522,985B,39003,
顧,4523,9867,39015,
顫,4524,986B,39019,
顯,4525,986F,39023,
顰,4526,9870,39024,
顱,4527,9871,39025,
風,4528,98A8,39080,
颯,4529,98AF,39087,
颱,4530,98B1,39089,
颳,4531,98B3,39091,
颶,4532,98B6,39094,
颺,4533,98BA,39098,
颼,4534,98BC,39100,
飄,4535,98C4,39108,
飛,4536,98DB,39131,
食,4537,98DF,39135,
飢,4538,98E2,39138,
飧,4539,98E7,39143,
飪,4540,98EA,39146,
飯,4541,98EF,39151,
飩,4542,98E9,39145,
飲,4543,98F2,39154,
飭,4544,98ED,39149,
飼,4545,98FC,39164,
飴,4546,98F4,39156,
飽,4547,98FD,39165,
飾,4548,98FE,39166,
餃,4549,9903,39171,
餅,4550,9905,39173,
餌,4551,990C,39180,
餉,4552,9909,39177,
養,4553,990A,39178,
餓,4554,9913,39187,
餒,4555,9912,39186,
餘,4556,9918,39192,
餐,4557,9910,39184,
館,4558,9928,39208,
餞,4559,991E,39198,
餛,4560,991B,39195,
餡,4561,9921,39201,
餵,4562,9935,39221,
餿,4563,993F,39231,
餾,4564,993E,39230,
餽,4565,993D,39229,
饅,4566,9945,39237,
饒,4567,9952,39250,
饑,4568,9951,39249,
饜,4569,995C,39260,
饞,4570,995E,39262,
首,4571,9996,39318,
香,4572,9999,39321,
馥,4573,99A5,39333,
馨,4574,99A8,39336,
馬,4575,99AC,39340,
馮,4576,99AE,39342,
馭,4577,99AD,39341,
馳,4578,99B3,39347,
馱,4579,99B1,39345,
馴,4580,99B4,39348,
駁,4581,99C1,39361,
駝,4582,99DD,39389,
駐,4583,99D0,39376,
駕,4584,99D5,39381,
駟,4585,99DF,39391,
駛,4586,99DB,39387,
駑,4587,99D1,39377,
駒,4588,99D2,39378,
駙,4589,99D9,39385,
駭,4590,99ED,39405,
駢,4591,99E2,39394,
駱,4592,99F1,39409,
騁,4593,9A01,39425,
駿,4594,99FF,39423,
騎,4595,9A0E,39438,
騙,4596,9A19,39449,
騖,4597,9A16,39446,
騫,4598,9A2B,39467,
騷,4599,9A37,39479,
騰,4600,9A30,39472,
驅,4601,9A45,39493,
驃,4602,9A43,39491,
驀,4603,9A40,39488,
騾,4604,9A3E,39486,
驕,4605,9A55,39509,
驚,4606,9A5A,39514,
驛,4607,9A5B,39515,
驗,4608,9A57,39511,
驟,4609,9A5F,39519,
驢,4610,9A62,39522,
驥,4611,9A65,39525,
驪,4612,9A6A,39530,
骨,4613,9AA8,39592,
骯,4614,9AAF,39599,
骰,4615,9AB0,39600,
骷,4616,9AB7,39607,
骸,4617,9AB8,39608,
骼,4618,9ABC,39612,
髏,4619,9ACF,39631,
髒,4620,9AD2,39634,
髓,4621,9AD3,39635,
體,4622,9AD4,39636,
高,4623,9AD8,39640,
髦,4624,9AE6,39654,
髮,4625,9AEE,39662,
髯,4626,9AEF,39663,
髻,4627,9AFB,39675,
髭,4628,9AED,39661,
鬃,4629,9B03,39683,
鬆,4630,9B06,39686,
鬍,4631,9B0D,39693,
鬚,4632,9B1A,39706,
鬢,4633,9B22,39714,
鬥,4634,9B25,39717,
鬧,4635,9B27,39719,
鬨,4636,9B28,39720,
鬱,4637,9B31,39729,
鬼,4638,9B3C,39740,
魁,4639,9B41,39745,
魂,4640,9B42,39746,
魅,4641,9B45,39749,
魄,4642,9B44,39748,
魏,4643,9B4F,39759,
魔,4644,9B54,39764,
魘,4645,9B58,39768,
魚,4646,9B5A,39770,
魷,4647,9B77,39799,
魯,4648,9B6F,39791,
鮑,4649,9B91,39825,
鮮,4650,9BAE,39854,
鮫,4651,9BAB,39851,
鯊,4652,9BCA,39882,
鯽,4653,9BFD,39933,
鯉,4654,9BC9,39881,
鯨,4655,9BE8,39912,
鰓,4656,9C13,39955,
鰍,4657,9C0D,39949,
鰭,4658,9C2D,39981,
鰥,4659,9C25,39973,
鰱,4660,9C31,39985,
鰾,4661,9C3E,39998,
鰻,4662,9C3B,39995,
鱔,4663,9C54,40020,
鱗,4664,9C57,40023,
鱖,4665,9C56,40022,
鱷,4666,9C77,40055,
鱸,4667,9C78,40056,
鳥,4668,9CE5,40165,
鳩,4669,9CE9,40169,
鳶,4670,9CF6,40182,
鳴,4671,9CF4,40180,
鳳,4672,9CF3,40179,
鴆,4673,9D06,40198,
鴉,4674,9D09,40201,
鴕,4675,9D15,40213,
鴣,4676,9D23,40227,
鴦,4677,9D26,40230,
鴨,4678,9D28,40232,
鴛,4679,9D1B,40219,
鴻,4680,9D3B,40251,
鴿,4681,9D3F,40255,
鵑,4682,9D51,40273,
鵝,4683,9D5D,40285,
鵠,4684,9D60,40288,
鶉,4685,9D89,40329,
鵡,4686,9D61,40289,
鵲,4687,9D72,40306,
鵪,4688,9D6A,40298,
鵬,4689,9D6C,40300,
鶯,4690,9DAF,40367,
鶴,4691,9DB4,40372,
鷂,4692,9DC2,40386,
鷓,4693,9DD3,40403,
鷗,4694,9DD7,40407,
鷥,4695,9DE5,40421,
鷹,4696,9DF9,40441,
鷺,4697,9DFA,40442,
鸚,4698,9E1A,40474,
鸞,4699,9E1E,40478,
鹵,4700,9E75,40565,
鹹,4701,9E79,40569,
鹽,4702,9E7D,40573,
鹼,4703,9E7C,40572,
鹿,4704,9E7F,40575,
麋,4705,9E8B,40587,
麒,4706,9E92,40594,
麗,4707,9E97,40599,
麓,4708,9E93,40595,
麝,4709,9E9D,40605,
麟,4710,9E9F,40607,
麥,4711,9EA5,40613,
麩,4712,9EA9,40617,
麪,4713,9EAA,40618,
麴,4714,9EB4,40628,
麻,4715,9EBB,40635,
麼,4716,9EBC,40636,⿸麻幺
麽,4716V,9EBD,40637,⿸麻么
麾,4717,9EBE,40638,
黃,4718,9EC3,40643,
黍,4719,9ECD,40653,
黎,4720,9ECE,40654,
黏,4721,9ECF,40655,
黑,4722,9ED1,40657,
墨,4723,58A8,22696,
默,4724,9ED8,40664,
黔,4725,9ED4,40660,
點,4726,9EDE,40670,
黜,4727,9EDC,40668,
黝,4728,9EDD,40669,
黛,4729,9EDB,40667,
黠,4730,9EE0,40672,
黨,4731,9EE8,40680,
黯,4732,9EEF,40687,
黴,4733,9EF4,40692,
黷,4734,9EF7,40695,
鼈,4735,9F08,40712,
鼇,4736,9F07,40711,
鼎,4737,9F0E,40718,
鼓,4738,9F13,40723,
鼕,4739,9F15,40725,
鼙,4740,9F19,40729,
鼠,4741,9F20,40736,
鼬,4742,9F2C,40748,
鼴,4743,9F34,40756,
鼻,4744,9F3B,40763,
鼾,4745,9F3E,40766,
齊,4746,9F4A,40778,
齋,4747,9F4B,40779,
齒,4748,9F52,40786,
齟,4749,9F5F,40799,
齣,4750,9F63,40803,
齡,4751,9F61,40801,
齦,4752,9F66,40806,
齬,4753,9F6C,40812,
齪,4754,9F6A,40810,
齷,4755,9F77,40823,
齲,4756,9F72,40818,
龍,4757,9F8D,40845,
龔,4758,9F94,40852,
龜,4759,9F9C,40860,
