han,name,hex,dec
妃,2399,5983,22915
非,2400,975E,38750
飛,2401,98DB,39131
婓,2402,5A53,23123
啡,2403,5561,21857
扉,2404,6249,25161
裶,2405,88F6,35062
緋,2406,7DCB,32203
霏,2407,970F,38671
馡,2408,99A1,39329
騑,2409,9A11,39441
肥,2410,80A5,32933
淝,2411,6DDD,28125
𩇯,2412,291EF,168431
腓,2413,8153,33107
蜰,2414,8730,34608
蟦,2415,87E6,34790
朏,2416,670F,26383
匪,2417,532A,21290
陫,2418,966B,38507
菲,2419,83F2,33778
悱,2420,60B1,24753
棐,2421,68D0,26832
斐,2422,6590,26000
𢾺,2423,22FBA,143290
榧,2424,69A7,27047
蜚,2425,871A,34586
翡,2426,7FE1,32737
誹,2427,8AB9,35513
篚,2428,7BDA,31706
𦃄,2429,260C4,155844
芾,2430,82BE,33470
吠,2431,5420,21536
杮,2432,676E,26478
肺,2433,80BA,32954
狒,2434,72D2,29394
沸,2435,6CB8,27832
昲,2436,6632,26162
厞,2437,539E,21406
剕,2438,5255,21077
俷,2439,4FF7,20471
疿,2440,75BF,30143
萉,2441,8409,33801
屝,2442,5C5D,23645
費,2443,8CBB,36027
痱,2444,75F1,30193
䠊,2445,480A,18442
廢,2446,5EE2,24290
㵒,2447,3D52,15698
曊,2448,66CA,26314
鼣,2449,9F23,40739
癈,2450,7648,30280
鯡,2451,9BE1,39905
靅,2452,9745,38725
分,2453,5206,20998
芬,2454,82AC,33452
吩,2455,5429,21545
岎,2456,5C8E,23694
帉,2457,5E09,24073
㤋,2458,390B,14603
昐,2459,6610,26128
氛,2460,6C1B,27675
衯,2461,886F,34927
翂,2462,7FC2,32706
紛,2463,7D1B,32027
棻,2464,68FB,26875
雰,2465,96F0,38640
餴,2466,9934,39220
饙,2467,9959,39257
汾,2468,6C7E,27774
妢,2469,59A2,22946
枌,2470,678C,26508
蚡,2471,86A1,34465
蚠,2472,86A0,34464
羒,2473,7F92,32658
棼,2474,68FC,26876
焚,2475,711A,28954
蒶,2476,84B6,33974
隫,2477,96AB,38571
墳,2478,58B3,22707
蕡,2479,8561,34145
幩,2480,5E69,24169
鳻,2481,9CFB,40187
魵,2482,9B75,39797
獖,2483,7356,29526
濆,2484,6FC6,28614
鼢,2485,9F22,40738
鼖,2486,9F16,40726
羵,2487,7FB5,32693
轒,2488,8F52,36690
豶,2489,8C76,35958
馩,2490,99A9,39337
䴅,2491,4D05,19717
黂,2492,9EC2,40642
粉,2493,7C89,31881
坋,2494,574B,22347
弅,2495,5F05,24325
忿,2496,5FFF,24575
僨,2497,50E8,20712
憤,2498,61A4,24996
奮,2499,596E,22894
膹,2500,81B9,33209
糞,2501,7CDE,31966
瀵,2502,7035,28725
鱝,2503,9C5D,40029
丰,2504,4E30,20016
䒠,2505,44A0,17568
封,2506,5C01,23553
風,2507,98A8,39080
峰,2508,5CF0,23792
桻,2509,687B,26747
偑,2510,5051,20561
烽,2511,70FD,28925
葑,2512,8451,33873
猦,2513,7326,29478
犎,2514,728E,29326
楓,2515,6953,26963
蜂,2516,8702,34562
瘋,2517,760B,30219
熢,2518,71A2,29090
鋒,2519,92D2,37586
豐,2520,8C50,35920
鏠,2521,93E0,37856
酆,2522,9146,37190
蘴,2523,8634,34356
灃,2524,7043,28739
蠭,2525,882D,34861
麷,2526,9EB7,40631
捀,2527,6340,25408
逢,2528,9022,36898
浲,2529,6D72,28018
渢,2530,6E22,28194
摓,2531,6453,25683
漨,2532,6F28,28456
縫,2533,7E2B,32299
覂,2534,8982,35202
諷,2535,8AF7,35575
奉,2536,5949,22857
俸,2537,4FF8,20472
鳳,2538,9CF3,40179
賵,2539,8CF5,36085
佛,2540,4F5B,20315
𧼴,2541,27F34,163636
紑,2542,7D11,32017
𧉈,2543,27248,160328
缶,2544,7F36,32566
否,2545,5426,21542
缹,2546,7F39,32569
殕,2547,6B95,27541
鴀,2548,9D00,40192
夫,2549,592B,22827
邞,2550,909E,37022
玞,2551,739E,29598
荂,2552,8342,33602
柎,2553,67CE,26574
砆,2554,7806,30726
怤,2555,6024,24612
衭,2556,886D,34925
荴,2557,8374,33652
趺,2558,8DBA,36282
䓵,2559,44F5,17653
跗,2560,8DD7,36311
稃,2561,7A03,31235
鈇,2562,9207,37383
筟,2563,7B5F,31583
鄜,2564,911C,37148
粰,2565,7CB0,31920
𤊻,2566,242BB,148155
孵,2567,5B75,23413
鳺,2568,9CFA,40186
麩,2569,9EA9,40617
敷,2570,6577,25975
膚,2571,819A,33178
𩿧,2572,29FE7,172007
䱐,2573,4C50,19536
懯,2574,61EF,25071
巿,2575,5DFF,24063
弗,2576,5F17,24343
伏,2577,4F0F,20239
扶,2578,6276,25206
芙,2579,8299,33433
芣,2580,82A3,33443
孚,2581,5B5A,23386
刜,2582,521C,21020
坲,2583,5772,22386
拂,2584,62C2,25282
苻,2585,82FB,33531
茀,2586,8300,33536
枎,2587,678E,26510
咈,2588,5488,21640
帗,2589,5E17,24087
岪,2590,5CAA,23722
服,2591,670D,26381
泭,2592,6CED,27885
怫,2593,602B,24619
垘,2594,5798,22424
茯,2595,832F,33583
枹,2596,67B9,26553
罘,2597,7F58,32600
俘,2598,4FD8,20440
郛,2599,90DB,37083
洑,2600,6D11,27921
祓,2601,7953,31059
莩,2602,83A9,33705
栿,2603,683F,26687
蚨,2604,86A8,34472
浮,2605,6D6E,28014
琈,2606,7408,29704
菔,2607,83D4,33748
桴,2608,6874,26740
虙,2609,8659,34393
符,2610,7B26,31526
匐,2611,5310,21264
烰,2612,70F0,28912
涪,2613,6DAA,28074
袱,2614,88B1,34993
紱,2615,7D31,32049
紼,2616,7D3C,32060
葍,2617,844D,33869
幅,2618,5E45,24133
罦,2619,7F66,32614
䟮,2620,47EE,18414
蜉,2621,8709,34569
鳧,2622,9CE7,40167
福,2623,798F,31119
綍,2624,7D8D,32141
𤛟,2625,246DF,149215
箙,2626,7B99,31641
颰,2627,98B0,39088
韍,2628,97CD,38861
𨌥,2629,28325,164645
髴,2630,9AF4,39668
𩊙,2631,29299,168601
蝠,2632,8760,34656
幞,2633,5E5E,24158
澓,2634,6F93,28563
𩢰,2635,298B0,170160
𦽏,2636,26F4F,159567
輻,2637,8F3B,36667
踾,2638,8E3E,36414
鮄,2639,9B84,39812
黻,2640,9EFB,40699
䵾,2641,4D7E,19838
䳕,2642,4CD5,19669
鵩,2643,9D69,40297
鶝,2644,9D9D,40349
𧖚,2645,2759A,161178
甫,2646,752B,29995
㕮,2647,356E,13678
拊,2648,62CA,25290
㓡,2649,34E1,13537
斧,2650,65A7,26023
府,2651,5E9C,24220
弣,2652,5F23,24355
郙,2653,90D9,37081
俛,2654,4FDB,20443
胕,2655,80D5,32981
俯,2656,4FEF,20463
釜,2657,91DC,37340
捬,2658,636C,25452
脯,2659,812F,33071
腑,2660,8151,33105
滏,2661,6ECF,28367
輔,2662,8F14,36628
腐,2663,8150,33104
撫,2664,64AB,25771
頫,2665,982B,38955
䩉,2666,4A49,19017
簠,2667,7C20,31776
黼,2668,9EFC,40700
父,2669,7236,29238
付,2670,4ED8,20184
㳇,2671,3CC7,15559
附,2672,9644,38468
坿,2673,577F,22399
咐,2674,5490,21648
阜,2675,961C,38428
赴,2676,8D74,36212
复,2677,590D,22797
負,2678,8CA0,36000
訃,2679,8A03,35331
祔,2680,7954,31060
蚥,2681,86A5,34469
㾈,2682,3F88,16264
副,2683,526F,21103
蚹,2684,86B9,34489
偩,2685,5069,20585
婦,2686,5A66,23142
萯,2687,842F,33839
傅,2688,5085,20613
復,2689,5FA9,24489
富,2690,5BCC,23500
椱,2691,6931,26929
腹,2692,8179,33145
𠣾,2693,208FE,133374
褔,2694,8914,35092
複,2695,8907,35079
駙,2696,99D9,39385
蕧,2697,8567,34151
賦,2698,8CE6,36070
蝮,2699,876E,34670
蝜,2700,875C,34652
𩾿,2701,29FBF,171967
輹,2702,8F39,36665
鮒,2703,9B92,39826
縛,2704,7E1B,32283
賻,2705,8CFB,36091
鍑,2706,9351,37713
𥨍,2707,25A0D,154125
覆,2708,8986,35206
馥,2709,99A5,39333
𥳇,2710,25CC7,154823
䘀,2711,4600,17920
鰒,2712,9C12,39954
旮,2713,65EE,26094
咖,2714,5496,21654
嘎,2715,560E,22030
噶,2716,5676,22134
尬,2717,5C2C,23596
陔,2718,9654,38484
垓,2719,5793,22419
荄,2720,8344,33604
晐,2721,6650,26192
胲,2722,80F2,33010
祴,2723,7974,31092
絯,2724,7D6F,32111
賅,2725,8CC5,36037
該,2726,8A72,35442
䬵,2727,4B35,19253
改,2728,6539,25913
丐,2729,4E10,19984
匄,2730,5304,21252
摡,2731,6461,25697
蓋,2732,84CB,33995
戤,2733,6224,25124
漑,2734,6F11,28433
槪,2735,69EA,27114
干,2736,5E72,24178
甘,2737,7518,29976
忓,2738,5FD3,24531
奸,2739,5978,22904
杆,2740,6746,26438
肝,2741,809D,32925
坩,2742,5769,22377
泔,2743,6CD4,27860
柑,2744,67D1,26577
竿,2745,7AFF,31487
疳,2746,75B3,30131
筸,2747,7B78,31608
鳱,2748,9CF1,40177
尷,2749,5C37,23607
芉,2750,8289,33417
秆,2751,79C6,31174
衦,2752,8866,34918
皯,2753,76AF,30383
桿,2754,687F,26751
笴,2755,7B34,31540
𠭖,2756,20B56,133974
𣪏,2757,23A8F,146063
敢,2758,6562,25954
稈,2759,7A08,31240
感,2760,611F,24863
趕,2761,8D95,36245
澉,2762,6F89,28553
橄,2763,6A44,27204
擀,2764,64C0,25792
篢,2765,7BE2,31714
𦾮,2766,26FAE,159662
䃭,2767,40ED,16621
簳,2768,7C33,31795
鰔,2769,9C14,39956
鱤,2770,9C64,40036
㔶,2771,3536,13622
旰,2772,65F0,26096
汵,2773,6C75,27765
矸,2774,77F8,30712
盰,2775,76F0,30448
淦,2776,6DE6,28134
紺,2777,7D3A,32058
骭,2778,9AAD,39597
詌,2779,8A4C,35404
幹,2780,5E79,24185
贛,2781,8D1B,36123
灨,2782,7068,28776
扛,2783,625B,25179
肛,2784,809B,32923
矼,2785,77FC,30716
岡,2786,5CA1,23713
㼚,2787,3F1A,16154
缸,2788,7F38,32568
罡,2789,7F61,32609
剛,2790,525B,21083
笐,2791,7B10,31504
掆,2792,6386,25478
𦱌,2793,26C4C,158796
釭,2794,91ED,37357
䚗,2795,4697,18071
棡,2796,68E1,26849
犅,2797,7285,29317
碙,2798,7899,30873
頏,2799,980F,38927
綱,2800,7DB1,32177
鋼,2801,92FC,37628
港,2802,6E2F,28207
䴚,2803,4D1A,19738
杠,2804,6760,26464
皋,2805,768B,30347
高,2806,9AD8,39640
羔,2807,7F94,32660
䓘,2808,44D8,17624
䔌,2809,450C,17676
槔,2810,69D4,27092
睾,2811,777E,30590
膏,2812,818F,33167
篙,2813,7BD9,31705
糕,2814,7CD5,31957
櫜,2815,6ADC,27356
鼛,2816,9F1B,40731
鷎,2817,9DCE,40398
杲,2818,6772,26482
菒,2819,83D2,33746
槁,2820,69C1,27073
暠,2821,66A0,26272
稿,2822,7A3F,31295
犞,2823,729E,29342
縞,2824,7E1E,32286
告,2825,544A,21578
郜,2826,90DC,37084
祰,2827,7970,31088
誥,2828,8AA5,35493
戈,2829,6208,25096
哥,2830,54E5,21733
胳,2831,80F3,33011
袼,2832,88BC,35004
割,2833,5272,21106
滒,2834,6ED2,28370
歌,2835,6B4C,27468
鴚,2836,9D1A,40218
𪀁,2837,2A001,172033
鴐,2838,9D10,40208
擱,2839,64F1,25841
鴿,2840,9D3F,40255
匌,2841,530C,21260
革,2842,9769,38761
茖,2843,8316,33558
㭘,2844,3B58,15192
格,2845,683C,26684
𢯹,2846,22BF9,142329
葛,2847,845B,33883
蛤,2848,86E4,34532
蛒,2849,86D2,34514
裓,2850,88D3,35027
隔,2851,9694,38548
塥,2852,5865,22629
嗝,2853,55DD,21981
觡,2854,89E1,35297
滆,2855,6EC6,28358
槅,2856,69C5,27077
閤,2857,95A4,38308
閣,2858,95A3,38307
膈,2859,8188,33160
鞈,2860,9788,38792
骼,2861,9ABC,39612
獦,2862,7366,29542
韐,2863,97D0,38864
輵,2864,8F35,36661
鮯,2865,9BAF,39855
鵅,2866,9D45,40261
轕,2867,8F55,36693
哿,2868,54FF,21759
舸,2869,8238,33336
个,2870,4E2A,20010
各,2871,5404,21508
䧄,2872,49C4,18884
虼,2873,867C,34428
個,2874,500B,20491
箇,2875,7B87,31623
根,2876,6839,26681
跟,2877,8DDF,36319
亙,2878,4E99,20121
艮,2879,826E,33390
更,2880,66F4,26356
庚,2881,5E9A,24218
耕,2882,8015,32789
浭,2883,6D6D,28013
絚,2884,7D5A,32090
賡,2885,8CE1,36065
緪,2886,7DEA,32234
鶊,2887,9D8A,40330
羹,2888,7FB9,32697
郠,2889,90E0,37088
埂,2890,57C2,22466
耿,2891,803F,32831
哽,2892,54FD,21757
梗,2893,6897,26775
𦵸,2894,26D78,159096
綆,2895,7D86,32134
骾,2896,9ABE,39614
鯁,2897,9BC1,39873
堩,2898,5829,22569
𣈶,2899,23236,143926
䱍,2900,4C4D,19533
䱭,2901,4C6D,19565
工,2902,5DE5,24037
弓,2903,5F13,24339
公,2904,516C,20844
功,2905,529F,21151
攻,2906,653B,25915
䢼,2907,48BC,18620
供,2908,4F9B,20379
肱,2909,80B1,32945
恭,2910,606D,24685
蚣,2911,86A3,34467
躬,2912,8EAC,36524
宮,2913,5BAE,23470
觥,2914,89E5,35301
碽,2915,78BD,30909
匔,2916,5314,21268
𩃙,2917,290D9,168153
龔,2918,9F94,40852
汞,2919,6C5E,27742
拱,2920,62F1,25329
珙,2921,73D9,29657
㧬,2922,39EC,14828
拲,2923,62F2,25330
栱,2924,6831,26673
䂬,2925,40AC,16556
輁,2926,8F01,36609
鞏,2927,978F,38799
𥨐,2928,25A10,154128
共,2929,5171,20849
羾,2930,7FBE,32702
貢,2931,8CA2,36002
勾,2932,52FE,21246
㽛,2933,3F5B,16219
袧,2934,88A7,34983
䑦,2935,4466,17510
㡚,2936,385A,14426
鉤,2937,9264,37476
溝,2938,6E9D,28317
褠,2939,8920,35104
緱,2940,7DF1,32241
篝,2941,7BDD,31709
𦩷,2942,26A77,158327
韝,2943,97DD,38877
苟,2944,82DF,33503
岣,2945,5CA3,23715
狗,2946,72D7,29399
耇,2947,8007,32775
枸,2948,67B8,26552
耈,2949,8008,32776
笱,2950,7B31,31537
垢,2951,57A2,22434
姤,2952,59E4,23012
冓,2953,5193,20883
够,2954,591F,22815
遘,2955,9058,36952
搆,2956,6406,25606
彀,2957,5F40,24384
㝅,2958,3745,14149
雊,2959,96CA,38602
詬,2960,8A6C,35436
㝤,2961,3764,14180
媾,2962,5ABE,23230
構,2963,69CB,27083
煹,2964,7179,29049
覯,2965,89AF,35247
購,2966,8CFC,36092
估,2967,4F30,20272
苽,2968,82FD,33533
咕,2969,5495,21653
呱,2970,5471,21617
沽,2971,6CBD,27837
泒,2972,6CD2,27858
孤,2973,5B64,23396
姑,2974,59D1,22993
柧,2975,67E7,26599
胍,2976,80CD,32973
罛,2977,7F5B,32603
菰,2978,83F0,33776
蛄,2979,86C4,34500
蓇,2980,84C7,33991
辜,2981,8F9C,36764
軲,2982,8EF2,36594
軱,2983,8EF1,36593
酤,2984,9164,37220
觚,2985,89DA,35290
𦋆,2986,262C6,156358
鈲,2987,9232,37426
箍,2988,7B8D,31629
箛,2989,7B9B,31643
鴣,2990,9D23,40227
橭,2991,6A6D,27245
扢,2992,6262,25186
谷,2993,8C37,35895
汩,2994,6C69,27753
股,2995,80A1,32929
骨,2996,9AA8,39592
牯,2997,726F,29295
罟,2998,7F5F,32607
𤞞,2999,2479E,149406
羖,3000,7F96,32662
淈,3001,6DC8,28104
詁,3002,8A41,35393
愲,3003,6132,24882
鼓,3004,9F13,40723
榾,3005,69BE,27070
賈,3006,8CC8,36040
鈷,3007,9237,37431
榖,3008,6996,27030
嘏,3009,560F,22031
穀,3010,7A40,31296
縎,3011,7E0E,32270
轂,3012,8F42,36674
餶,3013,9936,39222
瞽,3014,77BD,30653
盬,3015,76EC,30444
瀔,3016,7014,28692
蠱,3017,8831,34865
固,3018,56FA,22266
故,3019,6545,25925
㽽,3020,3F7D,16253
堌,3021,580C,22540
梏,3022,688F,26767
崓,3023,5D13,23827
崮,3024,5D2E,23854
牿,3025,727F,29311
雇,3026,96C7,38599
祻,3027,797B,31099
稒,3028,7A12,31250
痼,3029,75FC,30204
錮,3030,932E,37678
顧,3031,9867,39015
瓜,3032,74DC,29916
㧓,3033,39D3,14803
刮,3034,522E,21038
䒷,3035,44B7,17591
䀨,3036,4028,16424
劀,3037,5280,21120
緺,3038,7DFA,32250
䯏,3039,4BCF,19407
颳,3040,98B3,39091
鴰,3041,9D30,40240
騧,3042,9A27,39463
冎,3043,518E,20878
剮,3044,526E,21102
寡,3045,5BE1,23521
卦,3046,5366,21350
挂,3047,6302,25346
罣,3048,7F63,32611
詿,3049,8A7F,35455
褂,3050,8902,35074
乖,3051,4E56,20054
拐,3052,62D0,25296
柺,3053,67FA,26618
𧊅,3054,27285,160389
罫,3055,7F6B,32619
夬,3056,592C,22828
怪,3057,602A,24618
𢶒,3058,22D92,142738
䯤,3059,4BE4,19428
官,3060,5B98,23448
冠,3061,51A0,20896
倌,3062,500C,20492
𢇇,3063,221C7,139719
棺,3064,68FA,26874
瘝,3065,761D,30237
關,3066,95DC,38364
鰥,3067,9C25,39973
𢺄,3068,22E84,142980
觀,3069,89C0,35264
鱞,3070,9C5E,40030
琯,3071,742F,29743
筦,3072,7B66,31590
痯,3073,75EF,30191
管,3074,7BA1,31649
錧,3075,9327,37671
館,3076,9928,39208
毌,3077,6BCC,27596
丱,3078,4E31,20017
涫,3079,6DAB,28075
貫,3080,8CAB,36011
悹,3081,60B9,24761
祼,3082,797C,31100
摜,3083,645C,25692
慣,3084,6163,24931
盥,3085,76E5,30437
灌,3086,704C,28748
瓘,3087,74D8,29912
爟,3088,721F,29215
矔,3089,77D4,30676
罐,3090,7F50,32592
鱹,3091,9C79,40057
光,3092,5149,20809
侊,3093,4F8A,20362
洸,3094,6D38,27960
桄,3095,6844,26692
胱,3096,80F1,33009
輄,3097,8F04,36612
廣,3098,5EE3,24291
獷,3099,7377,29559
俇,3100,4FC7,20423
逛,3101,901B,36891
圭,3102,572D,22317
邽,3103,90BD,37053
皈,3104,7688,30344
珪,3105,73EA,29674
規,3106,898F,35215
傀,3107,5080,20608
窐,3108,7A90,31376
袿,3109,88BF,35007
廆,3110,5EC6,24262
瑰,3111,7470,29808
摫,3112,646B,25707
閨,3113,95A8,38312
槻,3114,69FB,27131
嬀,3115,5B00,23296
瞡,3116,77A1,30625
龜,3117,9F9C,40860
鮭,3118,9BAD,39853
歸,3119,6B78,27512
𩷪,3120,29DEA,171498
騩,3121,9A29,39465
䲅,3122,4C85,19589
氿,3123,6C3F,27711
宄,3124,5B84,23428
庋,3125,5E8B,24203
佹,3126,4F79,20345
陒,3127,9652,38482
垝,3128,579D,22429
軌,3129,8ECC,36556
鬼,3130,9B3C,39740
恑,3131,6051,24657
姽,3132,59FD,23037
癸,3133,7678,30328
匭,3134,532D,21293
晷,3135,6677,26231
蛫,3136,86EB,34539
湀,3137,6E40,28224
詭,3138,8A6D,35437
厬,3139,53AC,21420
簋,3140,7C0B,31755
蟡,3141,87E1,34785
攰,3142,6530,25904
昋,3143,660B,26123
炔,3144,7094,28820
桂,3145,6842,26690
貴,3146,8CB4,36020
筀,3147,7B40,31552
猤,3148,7324,29476
𧵥,3149,27D65,163173
跪,3150,8DEA,36330
撌,3151,648C,25740
劌,3152,528C,21132
劊,3153,528A,21130
䳏,3154,4CCF,19663
檜,3155,6A9C,27292
禬,3156,79AC,31148
櫃,3157,6AC3,27331
癐,3158,7650,30288
襘,3159,8958,35160
䞈,3160,4788,18312
鞼,3161,97BC,38844
鱖,3162,9C56,40022
衮,3163,886E,34926
蓘,3164,84D8,34008
䃂,3165,40C2,16578
滚,3166,6EDA,28378
𩨬,3167,29A2C,170540
緄,3168,7DC4,32196
輥,3169,8F25,36645
㯻,3170,3BFB,15355
鯀,3171,9BC0,39872
棍,3172,68CD,26829
睔,3173,7754,30548
郭,3174,90ED,37101
堝,3175,581D,22557
崞,3176,5D1E,23838
聒,3177,8052,32850
瘑,3178,7611,30225
嘓,3179,5613,22035
㗻,3180,35FB,13819
濄,3181,6FC4,28612
鍋,3182,934B,37707
蟈,3183,87C8,34760
彍,3184,5F4D,24397
國,3185,570B,22283
摑,3186,6451,25681
蔮,3187,852E,34094
𦸈,3188,26E08,159240
幗,3189,5E57,24151
虢,3190,8662,34402
膕,3191,8195,33173
簂,3192,7C02,31746
馘,3193,9998,39320
㶁,3194,3D81,15745
果,3195,679C,26524
𠜴,3196,20734,132916
猓,3197,7313,29459
惈,3198,60C8,24776
椁,3199,6901,26881
蜾,3200,873E,34622
裹,3201,88F9,35065
粿,3202,7CBF,31935
錁,3203,9301,37633
過,3204,904E,36942
咍,3205,548D,21645
嗨,3206,55E8,21992
孩,3207,5B69,23401
骸,3208,9AB8,39608
海,3209,6D77,28023
醢,3210,91A2,37282
亥,3211,4EA5,20133
妎,3212,598E,22926
㤥,3213,3925,14629
害,3214,5BB3,23475
嗐,3215,55D0,21968
駭,3216,99ED,39405
蚶,3217,86B6,34486
頇,3218,9807,38919
酣,3219,9163,37219
谽,3220,8C3D,35901
憨,3221,61A8,25000
鼾,3222,9F3E,40766
邗,3223,9097,37015
邯,3224,90AF,37039
含,3225,542B,21547
函,3226,51FD,20989
虷,3227,8677,34423
㟏,3228,37CF,14287
琀,3229,7400,29696
㖤,3230,35A4,13732
崡,3231,5D21,23841
涵,3232,6DB5,28085
寒,3233,5BD2,23506
甝,3234,751D,29981
䈄,3235,4204,16900
韓,3236,97D3,38867
罕,3237,7F55,32597
䓍,3238,44CD,17613
焊,3239,710A,28938
喊,3240,558A,21898
蔊,3241,850A,34058
㯺,3242,3BFA,15354
豃,3243,8C43,35907
鬫,3244,9B2B,39723
㘚,3245,361A,13850
扞,3246,625E,25182
汗,3247,6C57,27735
旱,3248,65F1,26097
𤽂,3249,24F42,151362
垾,3250,57BE,22462
捍,3251,634D,25421
唅,3252,5505,21765
涆,3253,6D86,28038
浛,3254,6D5B,27995
悍,3255,608D,24717
菡,3256,83E1,33761
閈,3257,9588,38280
淊,3258,6DCA,28106
㨔,3259,3A14,14868
睅,3260,7745,30533
馯,3261,99AF,39343
漢,3262,6F22,28450
暵,3263,66B5,26293
銲,3264,92B2,37554
熯,3265,71AF,29103
撼,3266,64BC,25788
翰,3267,7FF0,32752
頷,3268,9837,38967
憾,3269,61BE,25022
駻,3270,99FB,39419
䗣,3271,45E3,17891
顄,3272,9844,38980
雗,3273,96D7,38615
𪁟,3274,2A05F,172127
瀚,3275,701A,28698
䮧,3276,4BA7,19367
夯,3277,592F,22831
㬻,3278,3B3B,15163
行,3279,884C,34892
苀,3280,82C0,33472
吭,3281,542D,21549
迒,3282,8FD2,36818
杭,3283,676D,26477
𣃚,3284,230DA,143578
蚢,3285,86A2,34466
䘕,3286,4615,17941
航,3287,822A,33322
䲳,3288,4CB3,19635
沆,3289,6C86,27782
茠,3290,8320,33568
蒿,3291,84BF,33983
薅,3292,8585,34181
嚆,3293,5686,22150
呺,3294,547A,21626
毫,3295,6BEB,27627
號,3296,865F,34399
嗥,3297,55E5,21989
豪,3298,8C6A,35946
諕,3299,8AD5,35541
壕,3300,58D5,22741
㩝,3301,3A5D,14941
嚎,3302,568E,22158
濠,3303,6FE0,28640
蠔,3304,8814,34836
好,3305,597D,22909
郝,3306,90DD,37085
号,3307,53F7,21495
昊,3308,660A,26122
耗,3309,8017,32791
浩,3310,6D69,28009
淏,3311,6DCF,28111
皓,3312,7693,30355
鄗,3313,9117,37143
滈,3314,6EC8,28360
皞,3315,769E,30366
皜,3316,769C,30364
澔,3317,6F94,28564
鎬,3318,93AC,37804
顥,3319,9865,39013
灝,3320,705D,28765
呵,3321,5475,21621
訶,3322,8A36,35382
䶎,3323,4D8E,19854
𪖨,3324,2A5A8,173480
禾,3325,79BE,31166
合,3326,5408,21512
何,3327,4F55,20309
和,3328,548C,21644
郃,3329,90C3,37059
𠗂,3330,205C2,132546
劾,3331,52BE,21182
河,3332,6CB3,27827
垎,3333,578E,22414
曷,3334,66F7,26359
紇,3335,7D07,32007
盍,3336,76CD,30413
荷,3337,8377,33655
核,3338,6838,26680
盉,3339,76C9,30409
菏,3340,83CF,33743
蚵,3341,86B5,34485
盒,3342,76D2,30418
渮,3343,6E2E,28206
涸,3344,6DB8,28088
毼,3345,6BFC,27644
貉,3346,8C89,35977
麧,3347,9EA7,40615
㿥,3348,3FE5,16357
頜,3349,981C,38940
翮,3350,7FEE,32750
螛,3351,879B,34715
鞨,3352,97A8,38824
礉,3353,7909,30985
齕,3354,9F55,40789
䳚,3355,4CDA,19674
闔,3356,95D4,38356
覈,3357,8988,35208
䶅,3358,4D85,19845
龢,3359,9FA2,40866
賀,3360,8CC0,36032
嗃,3361,55C3,21955
赫,3362,8D6B,36203
熇,3363,7187,29063
𣻵,3364,23EF5,147189
褐,3365,8910,35088
翯,3366,7FEF,32751
壑,3367,58D1,22737
嚇,3368,5687,22151
謞,3369,8B1E,35614
鶴,3370,9DB4,40372
黑,3371,9ED1,40657
拫,3372,62EB,25323
痕,3373,75D5,30165
佷,3374,4F77,20343
哏,3375,54CF,21711
很,3376,5F88,24456
䓳,3377,44F3,17651
恨,3378,6068,24680
亨,3379,4EA8,20136
哼,3380,54FC,21756
脝,3381,811D,33053
恆,3382,6046,24646
姮,3383,59EE,23022
珩,3384,73E9,29673
桁,3385,6841,26689
胻,3386,80FB,33019
䯒,3387,4BD2,19410
橫,3388,6A6B,27243
衡,3389,8861,34913
蘅,3390,8605,34309
啈,3391,5548,21832
吽,3392,543D,21565
哄,3393,54C4,21700
哅,3394,54C5,21701
訇,3395,8A07,35335
烘,3396,70D8,28888
硡,3397,7861,30817
渹,3398,6E39,28217
𥔀,3399,25500,152832
谾,3400,8C3E,35902
薨,3401,85A8,34216
𦒃,3402,26483,156803
嚝,3403,569D,22173
鍧,3404,9367,37735
𤃫,3405,240EB,147691
轟,3406,8F5F,36703
弘,3407,5F18,24344
玒,3408,7392,29586
𡵓,3409,21D53,138579
汯,3410,6C6F,27759
宏,3411,5B8F,23439
泓,3412,6CD3,27859
虹,3413,8679,34425
竑,3414,7AD1,31441
洪,3415,6D2A,27946
紅,3416,7D05,32005
耾,3417,803E,32830
翃,3418,7FC3,32707
浤,3419,6D64,28004
紘,3420,7D18,32024
谹,3421,8C39,35897
葒,3422,8452,33874
閎,3423,958E,38286
鈜,3424,921C,37404
竤,3425,7AE4,31460
渱,3426,6E31,28209
谼,3427,8C3C,35900
鞃,3428,9783,38787
䃔,3429,40D4,16596
魟,3430,9B5F,39775
篊,3431,7BCA,31690
鋐,3432,92D0,37584
蕻,3433,857B,34171
霐,3434,9710,38672
彋,3435,5F4B,24395
𩶥,3436,29DA5,171429
鴻,3437,9D3B,40251
䬝,3438,4B1D,19229
黌,3439,9ECC,40652
嗊,3440,55CA,21962
𠳃,3441,20CC3,134339
訌,3442,8A0C,35340
澒,3443,6F92,28562
澋,3444,6F8B,28555
鬨,3445,9B28,39720
齁,3446,9F41,40769
侯,3447,4FAF,20399
鄇,3448,9107,37127
喉,3449,5589,21897
猴,3450,7334,29492
篌,3451,7BCC,31692
糇,3452,7CC7,31943
翭,3453,7FED,32749
鍭,3454,936D,37741
餱,3455,9931,39217
䳧,3456,4CE7,19687
鯸,3457,9BF8,39928
吼,3458,543C,21564
㖃,3459,3583,13699
㸸,3460,3E38,15928
后,3461,540E,21518
郈,3462,90C8,37064
厚,3463,539A,21402
垕,3464,5795,22421
逅,3465,9005,36869
