han,hex,dec
砂,7802,30722
泵,6CF5,27893
砚,781A,30746
砍,780D,30733
面,9762,38754
耐,8010,32784
耍,800D,32781
牵,7275,29301
鸥,9E25,40485
残,6B8B,27531
殃,6B83,27523
轴,8F74,36724
轻,8F7B,36731
鸦,9E26,40486
皆,7686,30342
韭,97ED,38893
背,80CC,32972
战,6218,25112
点,70B9,28857
虐,8650,34384
临,4E34,20020
览,89C8,35272
竖,7AD6,31446
省,7701,30465
削,524A,21066
尝,5C1D,23581
昧,6627,26151
盹,76F9,30457
是,662F,26159
盼,76FC,30460
眨,7728,30504
哇,54C7,21703
哄,54C4,21700
哑,54D1,21713
显,663E,26174
冒,5192,20882
映,6620,26144
星,661F,26143
昨,6628,26152
咧,54A7,21671
昭,662D,26157
畏,754F,30031
趴,8DB4,36276
胃,80C3,32963
贵,8D35,36149
界,754C,30028
虹,8679,34425
虾,867E,34430
蚁,8681,34433
思,601D,24605
蚂,8682,34434
虽,867D,34429
品,54C1,21697
咽,54BD,21693
骂,9A82,39554
勋,52CB,21195
哗,54D7,21719
咱,54B1,21681
响,54CD,21709
哈,54C8,21704
哆,54C6,21702
咬,54AC,21676
咳,54B3,21683
咪,54AA,21674
哪,54EA,21738
哟,54DF,21727
炭,70AD,28845
峡,5CE1,23777
罚,7F5A,32602
贱,8D31,36145
贴,8D34,36148
贻,8D3B,36155
骨,9AA8,39592
幽,5E7D,24189
钙,9499,38041
钝,949D,38045
钞,949E,38046
钟,949F,38047
钢,94A2,38050
钠,94A0,38048
钥,94A5,38053
钦,94A6,38054
钧,94A7,38055
钩,94A9,38057
钮,94AE,38062
卸,5378,21368
缸,7F38,32568
拜,62DC,25308
看,770B,30475
矩,77E9,30697
毡,6BE1,27617
氢,6C22,27682
怎,600E,24590
牲,7272,29298
选,9009,36873
适,9002,36866
秒,79D2,31186
香,9999,39321
种,79CD,31181
秋,79CB,31179
科,79D1,31185
重,91CD,37325
复,590D,22797
竿,7AFF,31487
段,6BB5,27573
便,4FBF,20415
俩,4FE9,20457
贷,8D37,36151
顺,987A,39034
修,4FEE,20462
俏,4FCF,20431
保,4FDD,20445
促,4FC3,20419
俄,4FC4,20420
俐,4FD0,20432
侮,4FAE,20398
俭,4FED,20461
俗,4FD7,20439
俘,4FD8,20440
信,4FE1,20449
皇,7687,30343
泉,6CC9,27849
鬼,9B3C,39740
侵,4FB5,20405
禹,79B9,31161
侯,4FAF,20399
追,8FFD,36861
俊,4FCA,20426
盾,76FE,30462
待,5F85,24453
徊,5F8A,24458
衍,884D,34893
律,5F8B,24459
很,5F88,24456
须,987B,39035
叙,53D9,21465
剑,5251,21073
逃,9003,36867
食,98DF,39135
盆,76C6,30406
胚,80DA,32986
胧,80E7,32999
胆,80C6,32966
胜,80DC,32988
胞,80DE,32990
胖,80D6,32982
脉,8109,33033
胎,80CE,32974
勉,52C9,21193
狭,72ED,29421
狮,72EE,29422
独,72EC,29420
狰,72F0,29424
狡,72E1,29409
狱,72F1,29425
狠,72E0,29408
贸,8D38,36152
怨,6028,24616
急,6025,24613
饵,9975,39285
饶,9976,39286
蚀,8680,34432
饺,997A,39290
饼,997C,39292
峦,5CE6,23782
弯,5F2F,24367
将,5C06,23558
奖,5956,22870
哀,54C0,21696
亭,4EAD,20141
亮,4EAE,20142
度,5EA6,24230
迹,8FF9,36857
庭,5EAD,24237
疮,75AE,30126
疯,75AF,30127
疫,75AB,30123
疤,75A4,30116
咨,54A8,21672
姿,59FF,23039
亲,4EB2,20146
音,97F3,38899
帝,5E1D,24093
施,65BD,26045
闺,95FA,38394
闻,95FB,38395
闽,95FD,38397
阀,9600,38400
阁,9601,38401
差,5DEE,24046
养,517B,20859
美,7F8E,32654
姜,59DC,23004
叛,53DB,21467
送,9001,36865
类,7C7B,31867
迷,8FF7,36855
籽,7C7D,31869
娄,5A04,23044
前,524D,21069
首,9996,39318
逆,9006,36870
兹,5179,20857
总,603B,24635
炼,70BC,28860
炸,70B8,28856
烁,70C1,28865
炮,70AE,28846
炫,70AB,28843
烂,70C2,28866
剃,5243,21059
洼,6D3C,27964
洁,6D01,27905
洪,6D2A,27946
洒,6D12,27922
柒,67D2,26578
浇,6D47,27975
浊,6D4A,27978
洞,6D1E,27934
测,6D4B,27979
洗,6D17,27927
活,6D3B,27963
派,6D3E,27966
洽,6D3D,27965
染,67D3,26579
洛,6D1B,27931
浏,6D4F,27983
济,6D4E,27982
洋,6D0B,27915
洲,6D32,27954
浑,6D51,27985
浓,6D53,27987
津,6D25,27941
恃,6043,24643
恒,6052,24658
恢,6062,24674
恍,604D,24653
恬,606C,24684
恤,6064,24676
恰,6070,24688
恼,607C,24700
恨,6068,24680
举,4E3E,20030
觉,89C9,35273
宣,5BA3,23459
宦,5BA6,23462
室,5BA4,23460
宫,5BAB,23467
宪,5BAA,23466
突,7A81,31361
穿,7A7F,31359
窃,7A83,31363
客,5BA2,23458
诫,8BEB,35819
冠,51A0,20896
诬,8BEC,35820
语,8BED,35821
扁,6241,25153
袄,8884,34948
祖,7956,31062
神,795E,31070
祝,795D,31069
祠,7960,31072
误,8BEF,35823
诱,8BF1,35825
诲,8BF2,35826
说,8BF4,35828
诵,8BF5,35829
垦,57A6,22438
退,9000,36864
既,65E2,26082
屋,5C4B,23627
昼,663C,26172
屏,5C4F,23631
屎,5C4E,23630
费,8D39,36153
陡,9661,38497
逊,900A,36874
眉,7709,30473
孩,5B69,23401
陨,9668,38504
除,9664,38500
险,9669,38505
院,9662,38498
娃,5A03,23043
姥,59E5,23013
姨,59E8,23016
姻,59FB,23035
娇,5A07,23047
姚,59DA,23002
娜,5A1C,23068
怒,6012,24594
架,67B6,26550
贺,8D3A,36154
盈,76C8,30408
勇,52C7,21191
怠,6020,24608
癸,7678,30328
蚤,86A4,34468
柔,67D4,26580
垒,5792,22418
绑,7ED1,32465
绒,7ED2,32466
结,7ED3,32467
绕,7ED5,32469
骄,9A84,39556
绘,7ED8,32472
给,7ED9,32473
绚,7EDA,32474
骆,9A86,39558
络,7EDC,32476
绝,7EDD,32477
绞,7EDE,32478
骇,9A87,39559
统,7EDF,32479
耕,8015,32789
耘,8018,32792
耗,8017,32791
耙,8019,32793
艳,8273,33395
泰,6CF0,27888
秦,79E6,31206
珠,73E0,29664
班,73ED,29677
素,7D20,32032
匿,533F,21311
蚕,8695,34453
顽,987D,39037
盏,76CF,30415
匪,532A,21290
捞,635E,25438
栽,683D,26685
捕,6355,25429
埂,57C2,22466
捂,6342,25410
振,632F,25391
载,8F7D,36733
赶,8D76,36214
起,8D77,36215
盐,76D0,30416
捎,634E,25422
捍,634D,25421
捏,634F,25423
埋,57CB,22475
捉,6349,25417
捆,6346,25414
捐,6350,25424
损,635F,25439
袁,8881,34945
捌,634C,25420
都,90FD,37117
哲,54F2,21746
逝,901D,36893
捡,6361,25441
挫,632B,25387
换,6362,25442
挽,633D,25405
挚,631A,25370
热,70ED,28909
恐,6050,24656
捣,6363,25443
壶,58F6,22774
捅,6345,25413
埃,57C3,22467
挨,6328,25384
耻,803B,32827
耿,803F,32831
耽,803D,32829
聂,8042,32834
恭,606D,24685
莽,83BD,33725
莱,83B1,33713
莲,83B2,33714
莫,83AB,33707
莉,8389,33673
荷,8377,33655
获,83B7,33719
晋,664B,26187
恶,6076,24694
莹,83B9,33721
莺,83BA,33722
真,771F,30495
框,6846,26694
梆,6886,26758
桂,6842,26690
桔,6854,26708
栖,6816,26646
档,6863,26723
桐,6850,26704
株,682A,26666
桥,6865,26725
桦,6866,26726
栓,6813,26643
桃,6843,26691
格,683C,26684
桩,6869,26729
校,6821,26657
核,6838,26680
样,6837,26679
根,6839,26681
索,7D22,32034
哥,54E5,21733
速,901F,36895
逗,9017,36887
栗,6817,26647
贾,8D3E,36158
酌,914C,37196
配,914D,37197
翅,7FC5,32709
辱,8FB1,36785
唇,5507,21767
夏,590F,22799
砸,7838,30776
砰,7830,30768
砾,783E,30782
础,7840,30784
破,7834,30772
原,539F,21407
套,5957,22871
逐,9010,36880
烈,70C8,28872
殊,6B8A,27530
殉,6B89,27529
顾,987E,39038
轿,8F7F,36735
较,8F83,36739
顿,987F,39039
毙,6BD9,27609
致,81F4,33268
柴,67F4,26612
桌,684C,26700
虑,8651,34385
监,76D1,30417
紧,7D27,32039
党,515A,20826
逞,901E,36894
晒,6652,26194
眠,7720,30496
晓,6653,26195
哮,54EE,21742
唠,5520,21792
鸭,9E2D,40493
晃,6643,26179
哺,54FA,21754
晌,664C,26188
剔,5254,21076
晕,6655,26197
蚌,868C,34444
畔,7554,30036
蚣,86A3,34467
蚊,868A,34442
蚪,86AA,34474
蚓,8693,34451
哨,54E8,21736
哩,54E9,21737
圃,5703,22275
哭,54ED,21741
哦,54E6,21734
恩,6069,24681
鸯,9E2F,40495
唤,5524,21796
唁,5501,21761
哼,54FC,21756
唧,5527,21799
啊,554A,21834
唉,5509,21769
唆,5506,21766
罢,7F62,32610
峭,5CED,23789
峨,5CE8,23784
峰,5CF0,23792
圆,5706,22278
峻,5CFB,23803
贼,8D3C,36156
贿,8D3F,36159
赂,8D42,36162
赃,8D43,36163
钱,94B1,38065
钳,94B3,38067
钻,94BB,38075
钾,94BE,38078
铁,94C1,38081
铃,94C3,38083
铅,94C5,38085
缺,7F3A,32570
氧,6C27,27687
氨,6C28,27688
特,7279,29305
牺,727A,29306
造,9020,36896
乘,4E58,20056
敌,654C,25932
秤,79E4,31204
租,79DF,31199
积,79EF,31215
秧,79E7,31207
秩,79E9,31209
称,79F0,31216
秘,79D8,31192
透,900F,36879
笔,7B14,31508
笑,7B11,31505
笋,7B0B,31499
债,503A,20538
借,501F,20511
值,503C,20540
倚,501A,20506
俺,4FFA,20474
倾,503E,20542
倒,5012,20498
倘,5018,20504
俱,4FF1,20465
倡,5021,20513
候,5019,20505
赁,8D41,36161
俯,4FEF,20463
倍,500D,20493
倦,5026,20518
健,5065,20581
臭,81ED,33261
射,5C04,23556
躬,8EAC,36524
息,606F,24687
倔,5014,20500
徒,5F92,24466
徐,5F90,24464
殷,6BB7,27575
舰,8230,33328
舱,8231,33329
般,822C,33324
航,822A,33322
途,9014,36884
拿,62FF,25343
耸,8038,32824
爹,7239,29241
舀,8200,33280
爱,7231,29233
豺,8C7A,35962
豹,8C79,35961
颁,9881,39041
颂,9882,39042
翁,7FC1,32705
胰,80F0,33008
脆,8106,33030
脂,8102,33026
胸,80F8,33016
胳,80F3,33011
脏,810F,33039
脐,8110,33040
胶,80F6,33014
脑,8111,33041
脓,8113,33043
逛,901B,36891
狸,72F8,29432
狼,72FC,29436
卿,537F,21375
逢,9022,36898
鸵,9E35,40501
留,7559,30041
鸳,9E33,40499
皱,76B1,30385
饿,997F,39295
馁,9981,39297
凌,51CC,20940
凄,51C4,20932
恋,604B,24651
桨,6868,26728
浆,6D46,27974
衰,8870,34928
衷,8877,34935
高,9AD8,39640
郭,90ED,37101
席,5E2D,24109
准,51C6,20934
座,5EA7,24231
症,75C7,30151
病,75C5,30149
疾,75BE,30142
斋,658B,25995
疹,75B9,30137
疼,75BC,30140
疲,75B2,30130
脊,810A,33034
效,6548,25928
离,79BB,31163
紊,7D0A,32010
唐,5510,21776
瓷,74F7,29943
资,8D44,36164
凉,51C9,20937
站,7AD9,31449
剖,5256,21078
竞,7ADE,31454
部,90E8,37096
旁,65C1,26049
旅,65C5,26053
畜,755C,30044
阅,9605,38405
羞,7F9E,32670
羔,7F94,32660
瓶,74F6,29942
拳,62F3,25331
粉,7C89,31881
料,6599,26009
益,76CA,30410
兼,517C,20860
烤,70E4,28900
烘,70D8,28888
烦,70E6,28902
烧,70E7,28903
烛,70DB,28891
烟,70DF,28895
烙,70D9,28889
递,9012,36882
涛,6D9B,28059
浙,6D59,27993
涝,6D9D,28061
浦,6D66,28006
酒,9152,37202
涉,6D89,28041
消,6D88,28040
涡,6DA1,28065
浩,6D69,28009
海,6D77,28023
涂,6D82,28034
浴,6D74,28020
浮,6D6E,28014
涣,6DA3,28067
涤,6DA4,28068
流,6D41,27969
润,6DA6,28070
涧,6DA7,28071
涕,6D95,28053
浪,6D6A,28010
浸,6D78,28024
涨,6DA8,28072
烫,70EB,28907
涩,6DA9,28073
涌,6D8C,28044
悖,6096,24726
悟,609F,24735
悄,6084,24708
悍,608D,24717
悔,6094,24724
悯,60AF,24751
悦,60A6,24742
害,5BB3,23475
宽,5BBD,23485
家,5BB6,23478
宵,5BB5,23477
宴,5BB4,23476
宾,5BBE,23486
窍,7A8D,31373
窄,7A84,31364
容,5BB9,23481
宰,5BB0,23472
案,6848,26696
请,8BF7,35831
朗,6717,26391
诸,8BF8,35832
诺,8BFA,35834
读,8BFB,35835
扇,6247,25159
诽,8BFD,35837
袜,889C,34972
袖,8896,34966
袍,888D,34957
被,88AB,34987
祥,7965,31077
课,8BFE,35838
冥,51A5,20901
谁,8C01,35841
调,8C03,35843
冤,51A4,20900
谅,8C05,35845
谆,8C06,35846
谈,8C08,35848
谊,8C0A,35850
剥,5265,21093
恳,6073,24691
展,5C55,23637
剧,5267,21095
屑,5C51,23633
弱,5F31,24369
陵,9675,38517
祟,795F,31071
陶,9676,38518
陷,9677,38519
陪,966A,38506
娱,5A31,23089
娟,5A1F,23071
恕,6055,24661
娥,5A25,23077
娘,5A18,23064
通,901A,36890
能,80FD,33021
难,96BE,38590
预,9884,39044
桑,6851,26705
绢,7EE2,32482
绣,7EE3,32483
验,9A8C,39564
继,7EE7,32487
骏,9A8F,39567
球,7403,29699
琐,7410,29712
理,7406,29702
琉,7409,29705
琅,7405,29701
捧,6367,25447
堵,5835,22581
措,63AA,25514
描,63CF,25551
域,57DF,22495
捺,637A,25466
掩,63A9,25513
捷,6377,25463
排,6392,25490
焉,7109,28937
掉,6389,25481
捶,6376,25462
赦,8D66,36198
堆,5806,22534
推,63A8,25512
埠,57E0,22496
掀,6380,25472
授,6388,25480
捻,637B,25467
教,6559,25945
掏,638F,25487
掐,6390,25488
掠,63A0,25504
掂,6382,25474
培,57F9,22521
接,63A5,25509
掷,63B7,25527
控,63A7,25511
探,63A2,25506
据,636E,25454
掘,6398,25496
掺,63BA,25530
职,804C,32844
基,57FA,22522
聆,8046,32838
勘,52D8,21208
聊,804A,32842
娶,5A36,23094
著,8457,33879
菱,83F1,33777
勒,52D2,21202
黄,9EC4,40644
菲,83F2,33778
萌,840C,33804
萝,841D,33821
菌,83CC,33740
萎,840E,33806
菜,83DC,33756
萄,8404,33796
菊,83CA,33738
菩,83E9,33769
萍,840D,33805
菠,83E0,33760
萤,8424,33828
营,8425,33829
乾,4E7E,20094
萧,8427,33831
萨,8428,33832
菇,83C7,33735
械,68B0,26800
彬,5F6C,24428
梦,68A6,26790
婪,5A6A,23146
梗,6897,26775
梧,68A7,26791
梢,68A2,26786
梅,6885,26757
检,68C0,26816
梳,68B3,26803
梯,68AF,26799
桶,6876,26742
梭,68AD,26797
救,6551,25937
曹,66F9,26361
副,526F,21103
票,7968,31080
酝,915D,37213
酗,9157,37207
厢,53A2,21410
戚,621A,25114
硅,7845,30789
硕,7855,30805
奢,5962,22882
盔,76D4,30420
爽,723D,29245
聋,804B,32843
袭,88AD,34989
盛,76DB,30427
匾,533E,21310
雪,96EA,38634
辅,8F85,36741
辆,8F86,36742
颅,9885,39045
虚,865A,34394
彪,5F6A,24426
雀,96C0,38592
堂,5802,22530
常,5E38,24120
眶,7736,30518
匙,5319,21273
晨,6668,26216
睁,7741,30529
眯,772F,30511
眼,773C,30524
悬,60AC,24748
野,91CE,37326
啪,556A,21866
啦,5566,21862
曼,66FC,26364
晦,6666,26214
晚,665A,26202
啄,5544,21828
啡,5561,21857
距,8DDD,36317
趾,8DBE,36286
啃,5543,21827
跃,8DC3,36291
略,7565,30053
蚯,86AF,34479
蛀,86C0,34496
蛇,86C7,34503
唬,552C,21804
累,7D2F,32047
鄂,9102,37122
唱,5531,21809
患,60A3,24739
啰,5570,21872
唾,553E,21822
唯,552F,21807
啤,5564,21860
啥,5565,21861
啸,5578,21880
崖,5D16,23830
崎,5D0E,23822
崭,5D2D,23853
逻,903B,36923
崔,5D14,23828
帷,5E37,24119
崩,5D29,23849
崇,5D07,23815
崛,5D1B,23835
婴,5A74,23156
圈,5708,22280
铐,94D0,38096
铛,94DB,38107
铝,94DD,38109
铜,94DC,38108
铭,94ED,38125
铲,94F2,38130
银,94F6,38134
矫,77EB,30699
甜,751C,29980
秸,79F8,31224
梨,68A8,26792
犁,7281,29313
秽,79FD,31229
移,79FB,31227
笨,7B28,31528
笼,7B3C,31548
笛,7B1B,31515
笙,7B19,31513
符,7B26,31526
第,7B2C,31532
敏,654F,25935
做,505A,20570
袋,888B,34955
悠,60A0,24736
偿,507F,20607
偶,5076,20598
偎,504E,20558
偷,5077,20599
您,60A8,24744
售,552E,21806
停,505C,20572
偏,504F,20559
躯,8EAF,36527
兜,515C,20828
假,5047,20551
衅,8845,34885
徘,5F98,24472
徙,5F99,24473
得,5F97,24471
衔,8854,34900
盘,76D8,30424
舶,8236,33334
船,8239,33337
舵,8235,33333
斜,659C,26012
盒,76D2,30418
鸽,9E3D,40509
敛,655B,25947
悉,6089,24713
欲,6B32,27442
彩,5F69,24425
领,9886,39046
脚,811A,33050
脖,8116,33046
脯,812F,33071
豚,8C5A,35930
脸,8138,33080
脱,8131,33073
象,8C61,35937
够,591F,22815
逸,9038,36920
猜,731C,29468
猪,732A,29482
猎,730E,29454
猫,732B,29483
凰,51F0,20976
猖,7316,29462
猛,731B,29467
祭,796D,31085
馅,9985,39301
馆,9986,39302
凑,51D1,20945
减,51CF,20943
毫,6BEB,27627
烹,70F9,28921
庶,5EB6,24246
麻,9EBB,40635
庵,5EB5,24245
痊,75CA,30154
痒,75D2,30162
痕,75D5,30165
廊,5ECA,24266
康,5EB7,24247
庸,5EB8,24248
鹿,9E7F,40575
盗,76D7,30423
章,7AE0,31456
竟,7ADF,31455
商,5546,21830
族,65CF,26063
旋,65CB,26059
望,671B,26395
率,7387,29575
阎,960E,38414
阐,9610,38416
着,7740,30528
羚,7F9A,32666
盖,76D6,30422
眷,7737,30519
粘,7C98,31896
粗,7C97,31895
粒,7C92,31890
断,65AD,26029
剪,526A,21098
兽,517D,20861
焊,710A,28938
焕,7115,28949
清,6E05,28165
添,6DFB,28155
鸿,9E3F,40511
淋,6DCB,28107
涯,6DAF,28079
淹,6DF9,28153
渠,6E20,28192
渐,6E10,28176
淑,6DD1,28113
淌,6DCC,28108
混,6DF7,28151
淮,6DEE,28142
淆,6DC6,28102
渊,6E0A,28170
淫,6DEB,28139
渔,6E14,28180
淘,6DD8,28120
淳,6DF3,28147
液,6DB2,28082
淤,6DE4,28132
淡,6DE1,28129
淀,6DC0,28096
深,6DF1,28145
涮,6DAE,28078
涵,6DB5,28085
婆,5A46,23110
梁,6881,26753
渗,6E17,28183
情,60C5,24773
惜,60DC,24796
惭,60ED,24813
悼,60BC,24764
惧,60E7,24807
惕,60D5,24789
惟,60DF,24799
惊,60CA,24778
惦,60E6,24806
悴,60B4,24756
惋,60CB,24779
惨,60E8,24808
惯,60EF,24815
寇,5BC7,23495
寅,5BC5,23493
寄,5BC4,23492
寂,5BC2,23490
宿,5BBF,23487
窒,7A92,31378
窑,7A91,31377
密,5BC6,23494
谋,8C0B,35851
谍,8C0D,35853
谎,8C0E,35854
谐,8C10,35856
袱,88B1,34993
祷,7977,31095
祸,7978,31096
谓,8C13,35859
谚,8C1A,35866
谜,8C1C,35868
逮,902E,36910
敢,6562,25954
尉,5C09,23561
屠,5C60,23648
弹,5F39,24377
隋,968B,38539
堕,5815,22549
随,968F,38543
蛋,86CB,34507
隅,9685,38533
隆,9686,38534
隐,9690,38544
婚,5A5A,23130
婶,5A76,23158
婉,5A49,23113
颇,9887,39047
颈,9888,39048
绩,7EE9,32489
绪,7EEA,32490
续,7EED,32493
骑,9A91,39569
绰,7EF0,32496
绳,7EF3,32499
维,7EF4,32500
绵,7EF5,32501
绷,7EF7,32503
绸,7EF8,32504
综,7EFC,32508
绽,7EFD,32509
绿,7EFF,32511
缀,7F00,32512
巢,5DE2,24034
琴,7434,29748
琳,7433,29747
琢,7422,29730
琼,743C,29756
斑,6591,26001
替,66FF,26367
揍,63CD,25549
款,6B3E,27454
堪,582A,22570
塔,5854,22612
搭,642D,25645
堰,5830,22576
揩,63E9,25577
越,8D8A,36234
趁,8D81,36225
趋,8D8B,36235
超,8D85,36229
揽,63FD,25597
堤,5824,22564
提,63D0,25552
博,535A,21338
揭,63ED,25581
喜,559C,21916
彭,5F6D,24429
揣,63E3,25571
插,63D2,25554
揪,63EA,25578
搜,641C,25628
煮,716E,29038
援,63F4,25588
搀,6400,25600
裁,88C1,35009
搁,6401,25601
搓,6413,25619
搂,6402,25602
搅,6405,25605
壹,58F9,22777
握,63E1,25569
搔,6414,25620
揉,63C9,25545
斯,65AF,26031
期,671F,26399
欺,6B3A,27450
联,8054,32852
葫,846B,33899
散,6563,25955
惹,60F9,24825
葬,846C,33900
募,52DF,21215
葛,845B,33883
董,8463,33891
葡,8461,33889
敬,656C,25964
葱,8471,33905
蒋,848B,33931
蒂,8482,33922
落,843D,33853
韩,97E9,38889
朝,671D,26397
辜,8F9C,36764
葵,8475,33909
棒,68D2,26834
棱,68F1,26865
棋,68CB,26827
椰,6930,26928
植,690D,26893
森,68EE,26862
焚,711A,28954
椅,6905,26885
椒,6912,26898
棵,68F5,26869
棍,68CD,26829
椎,690E,26894
棉,68C9,26825
棚,68DA,26842
棕,68D5,26837
棺,68FA,26874
榔,6994,27028
椭,692D,26925
惠,60E0,24800
惑,60D1,24785
逼,903C,36924
粟,7C9F,31903
棘,68D8,26840
酣,9163,37219
酥,9165,37221
厨,53A8,21416
厦,53A6,21414
硬,786C,30828
硝,785D,30813
确,786E,30830
硫,786B,30827
雁,96C1,38593
殖,6B96,27542
裂,88C2,35010
雄,96C4,38596
颊,988A,39050
雳,96F3,38643
暂,6682,26242
雅,96C5,38597
翘,7FD8,32728
辈,8F88,36744
悲,60B2,24754
紫,7D2B,32043
凿,51FF,20991
辉,8F89,36745
敞,655E,25950
棠,68E0,26848
赏,8D4F,36175
掌,638C,25484
晴,6674,26228
睐,7750,30544
暑,6691,26257
最,6700,26368
晰,6670,26224
量,91CF,37327
鼎,9F0E,40718
喷,55B7,21943
喳,55B3,21939
晶,6676,26230
喇,5587,21895
遇,9047,36935
喊,558A,21898
遏,904F,36943
晾,667E,26238
景,666F,26223
畴,7574,30068
践,8DF5,36341
跋,8DCB,36299
跌,8DCC,36300
跑,8DD1,36305
跛,8DDB,36315
遗,9057,36951
蛙,86D9,34521
蛛,86DB,34523
蜓,8713,34579
蜒,8712,34578
蛤,86E4,34532
喝,559D,21917
鹃,9E43,40515
喂,5582,21890
喘,5598,21912
喉,5589,21897
喻,55BB,21947
啼,557C,21884
喧,55A7,21927
嵌,5D4C,23884
幅,5E45,24133
帽,5E3D,24125
赋,8D4B,36171
赌,8D4C,36172
赎,8D4E,36174
赐,8D50,36176
赔,8D54,36180
黑,9ED1,40657
铸,94F8,38136
铺,94FA,38138
链,94FE,38142
销,9500,38144
锁,9501,38145
锄,9504,38148
锅,9505,38149
锈,9508,38152
锋,950B,38155
锌,950C,38156
锐,9510,38160
甥,7525,29989
掰,63B0,25520
短,77ED,30701
智,667A,26234
氮,6C2E,27694
毯,6BEF,27631
氯,6C2F,27695
鹅,9E45,40517
剩,5269,21097
稍,7A0D,31245
程,7A0B,31243
稀,7A00,31232
税,7A0E,31246
筐,7B50,31568
等,7B49,31561
筑,7B51,31569
策,7B56,31574
筛,7B5B,31579
筒,7B52,31570
筏,7B4F,31567
答,7B54,31572
筋,7B4B,31563
筝,7B5D,31581
傲,50B2,20658
傅,5085,20613
牌,724C,29260
堡,5821,22561
集,96C6,38598
焦,7126,28966
傍,508D,20621
储,50A8,20648
皓,7693,30355
皖,7696,30358
粤,7CA4,31908
奥,5965,22885
街,8857,34903
惩,60E9,24809
御,5FA1,24481
循,5FAA,24490
艇,8247,33351
舒,8212,33298
逾,903E,36926
番,756A,30058
释,91CA,37322
禽,79BD,31165
腊,814A,33098
脾,813E,33086
腋,814B,33099
腔,8154,33108
腕,8155,33109
鲁,9C81,40065
猩,7329,29481
猬,732C,29484
猾,733E,29502
猴,7334,29492
惫,60EB,24811
然,7136,28982
馈,9988,39304
馋,998B,39307
装,88C5,35013
蛮,86EE,34542
就,5C31,23601
敦,6566,25958
斌,658C,25996
痘,75D8,30168
痢,75E2,30178
痪,75EA,30186
痛,75DB,30171
童,7AE5,31461
竣,7AE3,31459
阔,9614,38420
善,5584,21892
翔,7FD4,32724
羡,7FA1,32673
普,666E,26222
粪,7CAA,31914
尊,5C0A,23562
奠,5960,22880
道,9053,36947
遂,9042,36930
曾,66FE,26366
焰,7130,28976
港,6E2F,28207
滞,6EDE,28382
湖,6E56,28246
湘,6E58,28248
渣,6E23,28195
渤,6E24,28196
渺,6E3A,28218
湿,6E7F,28287
温,6E29,28201
渴,6E34,28212
溃,6E83,28291
溅,6E85,28293
滑,6ED1,28369
湃,6E43,28227
渝,6E1D,28189
湾,6E7E,28286
渡,6E21,28193
游,6E38,28216
滋,6ECB,28363
渲,6E32,28210
溉,6E89,28297
愤,6124,24868
慌,614C,24908
惰,60F0,24816
愕,6115,24853
愣,6123,24867
惶,60F6,24822
愧,6127,24871
愉,6109,24841
慨,6168,24936
割,5272,21106
寒,5BD2,23506
富,5BCC,23500
寓,5BD3,23507
窜,7A9C,31388
窝,7A9D,31389
窖,7A96,31382
窗,7A97,31383
窘,7A98,31384
遍,904D,36941
雇,96C7,38599
裕,88D5,35029
裤,88E4,35044
裙,88D9,35033
禅,7985,31109
禄,7984,31108
谢,8C22,35874
谣,8C23,35875
谤,8C24,35876
谦,8C26,35878
犀,7280,29312
属,5C5E,23646
屡,5C61,23649
强,5F3A,24378
粥,7CA5,31909
疏,758F,30095
隔,9694,38548
隙,9699,38553
隘,9698,38552
媒,5A92,23186
絮,7D6E,32110
嫂,5AC2,23234
媚,5A9A,23194
婿,5A7F,23167
登,767B,30331
缅,7F05,32517
缆,7F06,32518
缉,7F09,32521
缎,7F0E,32526
缓,7F13,32531
缔,7F14,32532
缕,7F15,32533
骗,9A97,39575
编,7F16,32534
骚,9A9A,39578
缘,7F18,32536
瑟,745F,29791
鹉,9E49,40521
瑞,745E,29790
瑰,7470,29808
瑙,7459,29785
魂,9B42,39746
肆,8086,32902
摄,6444,25668
摸,6478,25720
填,586B,22635
搏,640F,25615
塌,584C,22604
鼓,9F13,40723
摆,6446,25670
携,643A,25658
搬,642C,25644
摇,6447,25671
搞,641E,25630
塘,5858,22616
摊,644A,25674
聘,8058,32856
斟,659F,26015
蒜,849C,33948
勤,52E4,21220
靴,9774,38772
靶,9776,38774
鹊,9E4A,40522
蓝,84DD,34013
墓,5893,22675
幕,5E55,24149
蓬,84EC,34028
蓄,84C4,33988
蒲,84B2,33970
蓉,84C9,33993
蒙,8499,33945
蒸,84B8,33976
献,732E,29486
椿,693F,26943
禁,7981,31105
楚,695A,26970
楷,6977,26999
榄,6984,27012
想,60F3,24819
槐,69D0,27088
榆,6986,27014
楼,697C,27004
概,6982,27010
赖,8D56,36182
酪,916A,37226
酬,916C,37228
感,611F,24863
碍,788D,30861
碘,7898,30872
碑,7891,30865
碎,788E,30862
碰,78B0,30896
碗,7897,30871
碌,788C,30860
尴,5C34,23604
雷,96F7,38647
零,96F6,38646
雾,96FE,38654
雹,96F9,38649
辐,8F90,36752
辑,8F91,36753
输,8F93,36755
督,7763,30563
频,9891,39057
龄,9F84,40836
鉴,9274,37492
睛,775B,30555
睹,7779,30585
睦,7766,30566
瞄,7784,30596
睫,776B,30571
睡,7761,30561
睬,776C,30572
嗜,55DC,21980
鄙,9119,37145
