han,hex,dec
妓,5993,22931
妖,5996,22934
妗,5997,22935
妙,5999,22937
妝,599D,22941
妞,599E,22942
妣,59A3,22947
妤,59A4,22948
妥,59A5,22949
妨,59A8,22952
妩,59A9,22953
妪,59AA,22954
妫,59AB,22955
妮,59AE,22958
妯,59AF,22959
妲,59B2,22962
妹,59B9,22969
妻,59BB,22971
妾,59BE,22974
姆,59C6,22982
姊,59CA,22986
始,59CB,22987
姐,59D0,22992
姑,59D1,22993
姒,59D2,22994
姓,59D3,22995
委,59D4,22996
姗,59D7,22999
姘,59D8,23000
姚,59DA,23002
姜,59DC,23004
姝,59DD,23005
姣,59E3,23011
姥,59E5,23013
姨,59E8,23016
姬,59EC,23020
姮,59EE,23022
姹,59F9,23033
姻,59FB,23035
姿,59FF,23039
威,5A01,23041
娃,5A03,23043
娄,5A04,23044
娅,5A05,23045
娆,5A06,23046
娇,5A07,23047
娈,5A08,23048
娉,5A09,23049
娌,5A0C,23052
娑,5A11,23057
娓,5A13,23059
娘,5A18,23064
娜,5A1C,23068
娟,5A1F,23071
娠,5A20,23072
娣,5A23,23075
娥,5A25,23077
娩,5A29,23081
娱,5A31,23089
娲,5A32,23090
娴,5A34,23092
娶,5A36,23094
娸,5A38,23096
娼,5A3C,23100
娿,5A3F,23103
婀,5A40,23104
婁,5A41,23105
婆,5A46,23110
婉,5A49,23113
婊,5A4A,23114
婕,5A55,23125
婚,5A5A,23130
婠,5A60,23136
婢,5A62,23138
婦,5A66,23142
婧,5A67,23143
婪,5A6A,23146
婭,5A6D,23149
婴,5A74,23156
婵,5A75,23157
婶,5A76,23158
婷,5A77,23159
婺,5A7A,23162
婿,5A7F,23167
媄,5A84,23172
媒,5A92,23186
媕,5A95,23189
媚,5A9A,23194
媛,5A9B,23195
媧,5AA7,23207
媪,5AAA,23210
媲,5AB2,23218
媳,5AB3,23219
媵,5AB5,23221
媸,5AB8,23224
媺,5ABA,23226
媽,5ABD,23229
媾,5ABE,23230
嫁,5AC1,23233
嫂,5AC2,23234
嫉,5AC9,23241
嫌,5ACC,23244
嫒,5AD2,23250
嫔,5AD4,23252
嫖,5AD6,23254
嫗,5AD7,23255
嫘,5AD8,23256
嫚,5ADA,23258
嫜,5ADC,23260
嫠,5AE0,23264
嫡,5AE1,23265
嫣,5AE3,23267
嫦,5AE6,23270
嫩,5AE9,23273
嫪,5AEA,23274
嫫,5AEB,23275
嫱,5AF1,23281
嫵,5AF5,23285
嫻,5AFB,23291
嬀,5B00,23296
嬅,5B05,23301
嬈,5B08,23304
嬉,5B09,23305
嬋,5B0B,23307
嬌,5B0C,23308
嬖,5B16,23318
嬗,5B17,23319
嬙,5B19,23321
嬛,5B1B,23323
嬡,5B21,23329
嬢,5B22,23330
嬪,5B2A,23338
嬭,5B2D,23341
嬰,5B30,23344
嬲,5B32,23346
嬴,5B34,23348
嬷,5B37,23351
嬸,5B38,23352
嬿,5B3F,23359
孀,5B40,23360
孌,5B4C,23372
子,5B50,23376
孑,5B51,23377
孓,5B53,23379
孔,5B54,23380
孕,5B55,23381
孖,5B56,23382
字,5B57,23383
存,5B58,23384
孙,5B59,23385
孚,5B5A,23386
孛,5B5B,23387
孜,5B5C,23388
孝,5B5D,23389
孟,5B5F,23391
孢,5B62,23394
季,5B63,23395
孤,5B64,23396
孥,5B65,23397
学,5B66,23398
孩,5B69,23401
孪,5B6A,23402
孫,5B6B,23403
孬,5B6C,23404
孰,5B70,23408
孱,5B71,23409
孳,5B73,23411
孵,5B75,23413
學,5B78,23416
孺,5B7A,23418
孽,5B7D,23421
孿,5B7F,23423
宀,5B80,23424
宁,5B81,23425
它,5B83,23427
宄,5B84,23428
宅,5B85,23429
宇,5B87,23431
守,5B88,23432
安,5B89,23433
宋,5B8B,23435
完,5B8C,23436
宏,5B8F,23439
宓,5B93,23443
宕,5B95,23445
宗,5B97,23447
官,5B98,23448
宙,5B99,23449
定,5B9A,23450
宛,5B9B,23451
宜,5B9C,23452
宝,5B9D,23453
实,5B9E,23454
実,5B9F,23455
宠,5BA0,23456
审,5BA1,23457
客,5BA2,23458
宣,5BA3,23459
室,5BA4,23460
宥,5BA5,23461
宦,5BA6,23462
宪,5BAA,23466
宫,5BAB,23467
宰,5BB0,23472
害,5BB3,23475
宴,5BB4,23476
宵,5BB5,23477
家,5BB6,23478
宸,5BB8,23480
容,5BB9,23481
宽,5BBD,23485
宾,5BBE,23486
宿,5BBF,23487
寂,5BC2,23490
寄,5BC4,23492
寅,5BC5,23493
密,5BC6,23494
寇,5BC7,23495
富,5BCC,23500
寐,5BD0,23504
寒,5BD2,23506
寓,5BD3,23507
寔,5BD4,23508
寛,5BDB,23515
寝,5BDD,23517
寞,5BDE,23518
察,5BDF,23519
寡,5BE1,23521
寢,5BE2,23522
寤,5BE4,23524
寥,5BE5,23525
實,5BE6,23526
寧,5BE7,23527
寨,5BE8,23528
審,5BE9,23529
寫,5BEB,23531
寬,5BEC,23532
寮,5BEE,23534
寰,5BF0,23536
寳,5BF3,23539
寵,5BF5,23541
寶,5BF6,23542
寸,5BF8,23544
对,5BF9,23545
寺,5BFA,23546
寻,5BFB,23547
导,5BFC,23548
対,5BFE,23550
寿,5BFF,23551
封,5C01,23553
専,5C02,23554
射,5C04,23556
尅,5C05,23557
将,5C06,23558
將,5C07,23559
專,5C08,23560
尉,5C09,23561
尊,5C0A,23562
尋,5C0B,23563
對,5C0D,23565
導,5C0E,23566
小,5C0F,23567
少,5C11,23569
尒,5C12,23570
尓,5C13,23571
尔,5C14,23572
尕,5C15,23573
尖,5C16,23574
尘,5C18,23576
尚,5C1A,23578
尛,5C1B,23579
尜,5C1C,23580
尝,5C1D,23581
尢,5C22,23586
尤,5C24,23588
尥,5C25,23589
尧,5C27,23591
尬,5C2C,23596
就,5C31,23601
尴,5C34,23604
尷,5C37,23607
尸,5C38,23608
尹,5C39,23609
尺,5C3A,23610
尻,5C3B,23611
尼,5C3C,23612
尽,5C3D,23613
尾,5C3E,23614
尿,5C3F,23615
局,5C40,23616
屁,5C41,23617
层,5C42,23618
屄,5C44,23620
居,5C45,23621
屈,5C48,23624
屉,5C49,23625
届,5C4A,23626
屋,5C4B,23627
屌,5C4C,23628
屍,5C4D,23629
屎,5C4E,23630
屏,5C4F,23631
屐,5C50,23632
屑,5C51,23633
展,5C55,23637
屙,5C59,23641
属,5C5E,23646
屠,5C60,23648
屡,5C61,23649
屢,5C62,23650
屣,5C63,23651
層,5C64,23652
履,5C65,23653
屦,5C66,23654
屨,5C68,23656
屬,5C6C,23660
屮,5C6E,23662
屯,5C6F,23663
山,5C71,23665
屹,5C79,23673
屺,5C7A,23674
屾,5C7E,23678
屿,5C7F,23679
岁,5C81,23681
岂,5C82,23682
岈,5C88,23688
岌,5C8C,23692
岍,5C8D,23693
岐,5C90,23696
岑,5C91,23697
岔,5C94,23700
岖,5C96,23702
岗,5C97,23703
岘,5C98,23704
岙,5C99,23705
岚,5C9A,23706
岛,5C9B,23707
岜,5C9C,23708
岡,5CA1,23713
岢,5CA2,23714
岣,5CA3,23715
岩,5CA9,23721
岫,5CAB,23723
岬,5CAC,23724
岭,5CAD,23725
岱,5CB1,23729
岳,5CB3,23731
岵,5CB5,23733
岷,5CB7,23735
岸,5CB8,23736
岽,5CBD,23741
岿,5CBF,23743
峁,5CC1,23745
峄,5CC4,23748
峋,5CCB,23755
峎,5CCE,23758
峒,5CD2,23762
峙,5CD9,23769
峡,5CE1,23777
峤,5CE4,23780
峥,5CE5,23781
峦,5CE6,23782
峨,5CE8,23784
峪,5CEA,23786
峭,5CED,23789
峰,5CF0,23792
峴,5CF4,23796
島,5CF6,23798
峻,5CFB,23803
峽,5CFD,23805
崂,5D02,23810
崃,5D03,23811
崆,5D06,23814
崇,5D07,23815
崍,5D0D,23821
崎,5D0E,23822
崐,5D10,23824
崑,5D11,23825
崔,5D14,23828
崖,5D16,23830
崗,5D17,23831
崛,5D1B,23835
崞,5D1E,23838
崤,5D24,23844
崦,5D26,23846
崧,5D27,23847
崩,5D29,23849
崬,5D2C,23852
崭,5D2D,23853
崮,5D2E,23854
崱,5D31,23857
崴,5D34,23860
崽,5D3D,23869
崾,5D3E,23870
嵇,5D47,23879
嵊,5D4A,23882
嵋,5D4B,23883
嵌,5D4C,23884
嵐,5D50,23888
嵘,5D58,23896
嵛,5D5B,23899
嵝,5D5D,23901
嵩,5D69,23913
嵫,5D6B,23915
嵬,5D6C,23916
嵯,5D6F,23919
嵴,5D74,23924
嶁,5D81,23937
嶂,5D82,23938
嶄,5D84,23940
嶇,5D87,23943
嶗,5D97,23959
嶙,5D99,23961
嶝,5D9D,23965
嶠,5DA0,23968
嶧,5DA7,23975
嶷,5DB7,23991
嶸,5DB8,23992
嶺,5DBA,23994
嶼,5DBC,23996
巅,5DC5,24005
巋,5DCB,24011
巍,5DCD,24013
巒,5DD2,24018
巔,5DD4,24020
巛,5DDB,24027
川,5DDD,24029
州,5DDE,24030
巡,5DE1,24033
巢,5DE2,24034
工,5DE5,24037
左,5DE6,24038
巧,5DE7,24039
巨,5DE8,24040
巩,5DE9,24041
巫,5DEB,24043
差,5DEE,24046
巯,5DEF,24047
巰,5DF0,24048
己,5DF1,24049
已,5DF2,24050
巳,5DF3,24051
巴,5DF4,24052
巷,5DF7,24055
巻,5DFB,24059
巽,5DFD,24061
巾,5DFE,24062
币,5E01,24065
市,5E02,24066
布,5E03,24067
帅,5E05,24069
帆,5E06,24070
师,5E08,24072
希,5E0C,24076
帏,5E0F,24079
帐,5E10,24080
帑,5E11,24081
帔,5E14,24084
帕,5E15,24085
帖,5E16,24086
帘,5E18,24088
帙,5E19,24089
帚,5E1A,24090
帛,5E1B,24091
帜,5E1C,24092
帝,5E1D,24093
帥,5E25,24101
带,5E26,24102
帧,5E27,24103
師,5E2B,24107
席,5E2D,24109
帮,5E2E,24110
帱,5E31,24113
帳,5E33,24115
帶,5E36,24118
帷,5E37,24119
常,5E38,24120
帻,5E3B,24123
帼,5E3C,24124
帽,5E3D,24125
幀,5E40,24128
幂,5E42,24130
幃,5E43,24131
幄,5E44,24132
幅,5E45,24133
幌,5E4C,24140
幔,5E54,24148
幕,5E55,24149
幗,5E57,24151
幘,5E58,24152
幛,5E5B,24155
幞,5E5E,24158
幟,5E5F,24159
幡,5E61,24161
幢,5E62,24162
幣,5E63,24163
幫,5E6B,24171
幬,5E6C,24172
干,5E72,24178
平,5E73,24179
年,5E74,24180
并,5E76,24182
幷,5E77,24183
幸,5E78,24184
幺,5E7A,24186
幻,5E7B,24187
幼,5E7C,24188
幽,5E7D,24189
幾,5E7E,24190
广,5E7F,24191
庀,5E80,24192
広,5E83,24195
庄,5E84,24196
庅,5E85,24197
庆,5E86,24198
庇,5E87,24199
床,5E8A,24202
庋,5E8B,24203
序,5E8F,24207
庐,5E90,24208
庑,5E91,24209
库,5E93,24211
应,5E94,24212
底,5E95,24213
庖,5E96,24214
店,5E97,24215
庙,5E99,24217
庚,5E9A,24218
府,5E9C,24220
庝,5E9D,24221
庞,5E9E,24222
废,5E9F,24223
庠,5EA0,24224
庥,5EA5,24229
度,5EA6,24230
座,5EA7,24231
庫,5EAB,24235
庭,5EAD,24237
庳,5EB3,24243
庵,5EB5,24245
庶,5EB6,24246
康,5EB7,24247
庸,5EB8,24248
庹,5EB9,24249
庾,5EBE,24254
廉,5EC9,24265
廊,5ECA,24266
廋,5ECB,24267
廑,5ED1,24273
廒,5ED2,24274
廓,5ED3,24275
廖,5ED6,24278
廛,5EDB,24283
廟,5EDF,24287
廠,5EE0,24288
廡,5EE1,24289
廢,5EE2,24290
廣,5EE3,24291
廨,5EE8,24296
廪,5EEA,24298
廬,5EEC,24300
廳,5EF3,24307
廴,5EF4,24308
延,5EF6,24310
廷,5EF7,24311
建,5EFA,24314
廾,5EFE,24318
廿,5EFF,24319
开,5F00,24320
弁,5F01,24321
异,5F02,24322
弃,5F03,24323
弄,5F04,24324
弈,5F08,24328
弊,5F0A,24330
弋,5F0B,24331
式,5F0F,24335
弑,5F11,24337
弓,5F13,24339
引,5F15,24341
弗,5F17,24343
弘,5F18,24344
弛,5F1B,24347
弟,5F1F,24351
张,5F20,24352
弥,5F25,24357
弦,5F26,24358
弧,5F27,24359
弩,5F29,24361
弪,5F2A,24362
弭,5F2D,24365
弯,5F2F,24367
弱,5F31,24369
弳,5F33,24371
張,5F35,24373
弹,5F39,24377
强,5F3A,24378
弼,5F3C,24380
彀,5F40,24384
彈,5F48,24392
彌,5F4C,24396
彎,5F4E,24398
彐,5F50,24400
归,5F52,24402
当,5F53,24403
录,5F55,24405
彖,5F56,24406
彗,5F57,24407
彘,5F58,24408
彝,5F5D,24413
彡,5F61,24417
形,5F62,24418
彤,5F64,24420
彦,5F66,24422
彧,5F67,24423
彩,5F69,24425
彪,5F6A,24426
彬,5F6C,24428
彭,5F6D,24429
彮,5F6E,24430
彰,5F70,24432
影,5F71,24433
彳,5F73,24435
彷,5F77,24439
役,5F79,24441
彻,5F7B,24443
彼,5F7C,24444
往,5F80,24448
征,5F81,24449
徂,5F82,24450
径,5F84,24452
待,5F85,24453
徇,5F87,24455
很,5F88,24456
徉,5F89,24457
徊,5F8A,24458
律,5F8B,24459
後,5F8C,24460
徐,5F90,24464
徑,5F91,24465
徒,5F92,24466
徕,5F95,24469
得,5F97,24471
徘,5F98,24472
徙,5F99,24473
徜,5F9C,24476
從,5F9E,24478
徠,5FA0,24480
御,5FA1,24481
徨,5FA8,24488
復,5FA9,24489
循,5FAA,24490
徭,5FAD,24493
微,5FAE,24494
徳,5FB3,24499
徵,5FB5,24501
德,5FB7,24503
徹,5FB9,24505
徼,5FBC,24508
徽,5FBD,24509
心,5FC3,24515
忄,5FC4,24516
必,5FC5,24517
忆,5FC6,24518
忉,5FC9,24521
忌,5FCC,24524
忍,5FCD,24525
忏,5FCF,24527
忐,5FD0,24528
忑,5FD1,24529
忒,5FD2,24530
忖,5FD6,24534
志,5FD7,24535
忘,5FD8,24536
忙,5FD9,24537
応,5FDC,24540
忝,5FDD,24541
忠,5FE0,24544
忡,5FE1,24545
忤,5FE4,24548
忧,5FE7,24551
忪,5FEA,24554
快,5FEB,24555
忭,5FED,24557
忮,5FEE,24558
忱,5FF1,24561
念,5FF5,24565
忸,5FF8,24568
忻,5FFB,24571
忽,5FFD,24573
忾,5FFE,24574
忿,5FFF,24575
怀,6000,24576
态,6001,24577
怂,6002,24578
怃,6003,24579
怄,6004,24580
怅,6005,24581
怆,6006,24582
怊,600A,24586
怍,600D,24589
怎,600E,24590
怏,600F,24591
怒,6012,24594
怔,6014,24596
怕,6015,24597
怖,6016,24598
怙,6019,24601
怛,601B,24603
怜,601C,24604
思,601D,24605
怠,6020,24608
怡,6021,24609
急,6025,24613
怦,6026,24614
性,6027,24615
怨,6028,24616
怩,6029,24617
怪,602A,24618
怫,602B,24619
怯,602F,24623
怵,6035,24629
总,603B,24635
怼,603C,24636
怿,603F,24639
恁,6041,24641
恂,6042,24642
恃,6043,24643
恋,604B,24651
恍,604D,24653
恏,604F,24655
恐,6050,24656
恒,6052,24658
恕,6055,24661
恙,6059,24665
恚,605A,24666
恝,605D,24669
恢,6062,24674
恣,6063,24675
恤,6064,24676
恧,6067,24679
恨,6068,24680
恩,6069,24681
恪,606A,24682
恫,606B,24683
恬,606C,24684
恭,606D,24685
息,606F,24687
恰,6070,24688
恳,6073,24691
恶,6076,24694
恸,6078,24696
恹,6079,24697
恺,607A,24698
恻,607B,24699
恼,607C,24700
恽,607D,24701
恿,607F,24703
悃,6083,24707
悄,6084,24708
悉,6089,24713
悌,608C,24716
悍,608D,24717
悒,6092,24722
悔,6094,24724
悖,6096,24726
悚,609A,24730
悛,609B,24731
悝,609D,24733
悟,609F,24735
悠,60A0,24736
患,60A3,24739
悦,60A6,24742
您,60A8,24744
悫,60AB,24747
悬,60AC,24748
悭,60AD,24749
悯,60AF,24751
悱,60B1,24753
悲,60B2,24754
悴,60B4,24756
悵,60B5,24757
悶,60B6,24758
悸,60B8,24760
悻,60BB,24763
悼,60BC,24764
情,60C5,24773
惆,60C6,24774
惇,60C7,24775
惊,60CA,24778
惋,60CB,24779
惑,60D1,24785
惕,60D5,24789
惘,60D8,24792
惚,60DA,24794
惜,60DC,24796
惝,60DD,24797
惟,60DF,24799
惠,60E0,24800
惡,60E1,24801
惢,60E2,24802
惦,60E6,24806
惧,60E7,24807
惨,60E8,24808
惩,60E9,24809
惫,60EB,24811
惬,60EC,24812
惭,60ED,24813
惮,60EE,24814
惯,60EF,24815
惰,60F0,24816
惱,60F1,24817
惲,60F2,24818
想,60F3,24819
惴,60F4,24820
惶,60F6,24822
惹,60F9,24825
惺,60FA,24826
惻,60FB,24827
愀,6100,24832
愁,6101,24833
愆,6106,24838
愈,6108,24840
愉,6109,24841
愍,610D,24845
愎,610E,24846
意,610F,24847
愕,6115,24853
愚,611A,24858
愛,611B,24859
愜,611C,24860
感,611F,24863
愠,6120,24864
愣,6123,24867
愤,6124,24868
愦,6126,24870
愧,6127,24871
愫,612B,24875
愴,6134,24884
愷,6137,24887
愾,613E,24894
愿,613F,24895
慈,6148,24904
慊,614A,24906
態,614B,24907
慌,614C,24908
慎,614E,24910
慑,6151,24913
慕,6155,24917
慘,6158,24920
慚,615A,24922
慝,615D,24925
慟,615F,24927
慢,6162,24930
慣,6163,24931
慤,6164,24932
慧,6167,24935
慨,6168,24936
慪,616A,24938
慫,616B,24939
慮,616E,24942
慰,6170,24944
慳,6173,24947
慵,6175,24949
慶,6176,24950
慷,6177,24951
慾,617E,24958
憂,6182,24962
憊,618A,24970
憋,618B,24971
憎,618E,24974
憐,6190,24976
憑,6191,24977
憒,6192,24978
憔,6194,24980
憚,619A,24986
憝,619D,24989
憤,61A4,24996
憧,61A7,24999
憨,61A8,25000
憩,61A9,25001
憫,61AB,25003
憬,61AC,25004
憮,61AE,25006
憲,61B2,25010
憶,61B6,25014
憷,61B7,25015
憾,61BE,25022
懂,61C2,25026
懇,61C7,25031
懈,61C8,25032
應,61C9,25033
懊,61CA,25034
懋,61CB,25035
懌,61CC,25036
懐,61D0,25040
懑,61D1,25041
懒,61D2,25042
懔,61D4,25044
懟,61DF,25055
懣,61E3,25059
懦,61E6,25062
懨,61E8,25064
懲,61F2,25074
懵,61F5,25077
懶,61F6,25078
懷,61F7,25079
懸,61F8,25080
懺,61FA,25082
懼,61FC,25084
懾,61FE,25086
懿,61FF,25087
戀,6200,25088
戆,6206,25094
戇,6207,25095
戈,6208,25096
戊,620A,25098
戋,620B,25099
戌,620C,25100
戍,620D,25101
戎,620E,25102
戏,620F,25103
成,6210,25104
我,6211,25105
戒,6212,25106
戔,6214,25108
戕,6215,25109
或,6216,25110
戗,6217,25111
战,6218,25112
戚,621A,25114
戛,621B,25115
戝,621D,25117
戟,621F,25119
戡,6221,25121
戢,6222,25122
戤,6224,25124
戥,6225,25125
戧,6227,25127
截,622A,25130
戬,622C,25132
戮,622E,25134
戰,6230,25136
戲,6232,25138
戳,6233,25139
戴,6234,25140
户,6237,25143
戽,623D,25149
戾,623E,25150
房,623F,25151
所,6240,25152
扁,6241,25153
扃,6243,25155
扇,6247,25159
扈,6248,25160
扉,6249,25161
手,624B,25163
扌,624C,25164
才,624D,25165
扎,624E,25166
扑,6251,25169
扒,6252,25170
打,6253,25171
扔,6254,25172
托,6258,25176
扛,625B,25179
扣,6263,25187
扦,6266,25190
执,6267,25191
扩,6269,25193
扪,626A,25194
扫,626B,25195
扬,626C,25196
扭,626D,25197
扮,626E,25198
扯,626F,25199
扰,6270,25200
扳,6273,25203
扶,6276,25206
批,6279,25209
扼,627C,25212
找,627E,25214
承,627F,25215
技,6280,25216
抄,6284,25220
抉,6289,25225
把,628A,25226
抑,6291,25233
抒,6292,25234
抓,6293,25235
抔,6294,25236
投,6295,25237
抖,6296,25238
抗,6297,25239
折,6298,25240
抚,629A,25242
抛,629B,25243
抟,629F,25247
抠,62A0,25248
抡,62A1,25249
抢,62A2,25250
护,62A4,25252
报,62A5,25253
抨,62A8,25256
披,62AB,25259
抬,62AC,25260
抱,62B1,25265
抵,62B5,25269
抹,62B9,25273
抺,62BA,25274
抻,62BB,25275
押,62BC,25276
抽,62BD,25277
抿,62BF,25279
拂,62C2,25282
拄,62C4,25284
担,62C5,25285
拆,62C6,25286
拇,62C7,25287
拈,62C8,25288
拉,62C9,25289
拊,62CA,25290
拌,62CC,25292
拍,62CD,25293
拎,62CE,25294
拐,62D0,25296
拒,62D2,25298
拓,62D3,25299
拔,62D4,25300
拖,62D6,25302
拗,62D7,25303
拘,62D8,25304
拙,62D9,25305
拚,62DA,25306
招,62DB,25307
拜,62DC,25308
拝,62DD,25309
拟,62DF,25311
拢,62E2,25314
拣,62E3,25315
拥,62E5,25317
拦,62E6,25318
拧,62E7,25319
拨,62E8,25320
择,62E9,25321
括,62EC,25324
拭,62ED,25325
拮,62EE,25326
拯,62EF,25327
拱,62F1,25329
拳,62F3,25331
拴,62F4,25332
拶,62F6,25334
拷,62F7,25335
拼,62FC,25340
拽,62FD,25341
拾,62FE,25342
拿,62FF,25343
持,6301,25345
挂,6302,25346
指,6307,25351
挈,6308,25352
按,6309,25353
挎,630E,25358
挑,6311,25361
挖,6316,25366
挚,631A,25370
挛,631B,25371
挝,631D,25373
挞,631E,25374
挟,631F,25375
挠,6320,25376
挡,6321,25377
挢,6322,25378
挣,6323,25379
挤,6324,25380
挥,6325,25381
挨,6328,25384
挪,632A,25386
挫,632B,25387
振,632F,25391
挲,6332,25394
挹,6339,25401
挺,633A,25402
挽,633D,25405
挾,633E,25406
捂,6342,25410
捃,6343,25411
捅,6345,25413
捆,6346,25414
捉,6349,25417
捋,634B,25419
捌,634C,25420
捍,634D,25421
捎,634E,25422
捏,634F,25423
捐,6350,25424
捕,6355,25429
捞,635E,25438
损,635F,25439
捡,6361,25441
换,6362,25442
捣,6363,25443
捧,6367,25447
捩,6369,25449
捫,636B,25451
捭,636D,25453
据,636E,25454
捯,636F,25455
捱,6371,25457
捶,6376,25462
捷,6377,25463
捺,637A,25466
捻,637B,25467
掀,6380,25472
掂,6382,25474
掃,6383,25475
掄,6384,25476
掇,6387,25479
授,6388,25480
掉,6389,25481
掊,638A,25482
掌,638C,25484
掎,638E,25486
掏,638F,25487
掐,6390,25488
排,6392,25490
掖,6396,25494
掘,6398,25496
掠,63A0,25504
探,63A2,25506
掣,63A3,25507
接,63A5,25509
控,63A7,25511
推,63A8,25512
掩,63A9,25513
措,63AA,25514
掬,63AC,25516
掭,63AD,25517
掮,63AE,25518
掰,63B0,25520
掱,63B1,25521
掳,63B3,25523
掴,63B4,25524
掷,63B7,25527
掸,63B8,25528
掺,63BA,25530
掼,63BC,25532
掾,63BE,25534
揀,63C0,25536
揄,63C4,25540
揆,63C6,25542
揉,63C9,25545
揍,63CD,25549
揎,63CE,25550
描,63CF,25551
提,63D0,25552
插,63D2,25554
揖,63D6,25558
揚,63DA,25562
揞,63DE,25566
揠,63E0,25568
握,63E1,25569
揣,63E3,25571
揩,63E9,25577
揪,63EA,25578
揭,63ED,25581
揮,63EE,25582
揲,63F2,25586
援,63F4,25588
揶,63F6,25590
揸,63F8,25592
揽,63FD,25597
揾,63FE,25598
揿,63FF,25599
搀,6400,25600
搁,6401,25601
搂,6402,25602
搅,6405,25605
搋,640B,25611
搌,640C,25612
損,640D,25613
搏,640F,25615
搐,6410,25616
搓,6413,25619
搔,6414,25620
搗,6417,25623
搛,641B,25627
搜,641C,25628
搞,641E,25630
搠,6420,25632
搡,6421,25633
搦,6426,25638
搪,642A,25642
搬,642C,25644
搭,642D,25645
搴,6434,25652
搵,6435,25653
搶,6436,25654
携,643A,25658
搽,643D,25661
搿,643F,25663
摁,6441,25665
摄,6444,25668
摅,6445,25669
摆,6446,25670
摇,6447,25671
摈,6448,25672
摊,644A,25674
摑,6451,25681
摒,6452,25682
摔,6454,25684
摘,6458,25688
摜,645C,25692
摞,645E,25694
摟,645F,25695
摧,6467,25703
摩,6469,25705
摭,646D,25709
摯,646F,25711
摳,6473,25715
摶,6476,25718
摸,6478,25720
摹,6479,25721
摺,647A,25722
摻,647B,25723
撂,6482,25730
撄,6484,25732
撅,6485,25733
撇,6487,25735
撈,6488,25736
撑,6491,25745
撒,6492,25746
撓,6493,25747
撕,6495,25749
撖,6496,25750
撙,6499,25753
撞,649E,25758
撟,649F,25759
撣,64A3,25763
撤,64A4,25764
撥,64A5,25765
撩,64A9,25769
撫,64AB,25771
撬,64AC,25772
播,64AD,25773
撮,64AE,25774
撰,64B0,25776
撲,64B2,25778
撳,64B3,25779
撵,64B5,25781
撷,64B7,25783
撸,64B8,25784
撺,64BA,25786
撻,64BB,25787
撼,64BC,25788
撾,64BE,25790
撿,64BF,25791
擀,64C0,25792
擁,64C1,25793
擂,64C2,25794
擄,64C4,25796
擅,64C5,25797
擇,64C7,25799
擊,64CA,25802
擋,64CB,25803
操,64CD,25805
擎,64CE,25806
擐,64D0,25808
擒,64D2,25810
擔,64D4,25812
擗,64D7,25815
擘,64D8,25816
據,64DA,25818
擞,64DE,25822
擠,64E0,25824
擢,64E2,25826
擤,64E4,25828
擦,64E6,25830
擬,64EC,25836
擯,64EF,25839
擰,64F0,25840
擱,64F1,25841
擲,64F2,25842
擴,64F4,25844
擷,64F7,25847
擺,64FA,25850
擻,64FB,25851
擼,64FC,25852
擾,64FE,25854
攀,6500,25856
攄,6504,25860
攆,6506,25862
攉,6509,25865
攏,650F,25871
攒,6512,25874
攔,6514,25876
攖,6516,25878
攘,6518,25880
攙,6519,25881
攛,651B,25883
攝,651D,25885
攢,6522,25890
攣,6523,25891
攤,6524,25892
攥,6525,25893
攪,652A,25898
攫,652B,25899
攬,652C,25900
攮,652E,25902
支,652F,25903
攴,6534,25908
攵,6535,25909
收,6536,25910
攸,6538,25912
改,6539,25913
攻,653B,25915
放,653E,25918
政,653F,25919
故,6545,25925
效,6548,25928
敉,6549,25929
敌,654C,25932
敏,654F,25935
救,6551,25937
敕,6555,25941
敖,6556,25942
敗,6557,25943
教,6559,25945
敛,655B,25947
敝,655D,25949
敞,655E,25950
敢,6562,25954
散,6563,25955
敦,6566,25958
敫,656B,25963
敬,656C,25964
数,6570,25968
敲,6572,25970
整,6574,25972
敵,6575,25973
敷,6577,25975
數,6578,25976
斂,6582,25986
斃,6583,25987
文,6587,25991
斋,658B,25995
斌,658C,25996
斎,658E,25998
斐,6590,26000
斑,6591,26001
斓,6593,26003
斕,6595,26005
斗,6597,26007
料,6599,26009
斛,659B,26011
斜,659C,26012
斟,659F,26015
斡,65A1,26017
斤,65A4,26020
斥,65A5,26021
斧,65A7,26023
斩,65A9,26025
斫,65AB,26027
斬,65AC,26028
断,65AD,26029
斯,65AF,26031
新,65B0,26032
斲,65B2,26034
斷,65B7,26039
方,65B9,26041
於,65BC,26044
施,65BD,26045
旁,65C1,26049
旃,65C3,26051
旄,65C4,26052
旅,65C5,26053
旆,65C6,26054
旋,65CB,26059
旌,65CC,26060
旎,65CE,26062
族,65CF,26063
旒,65D2,26066
旖,65D6,26070
旗,65D7,26071
无,65E0,26080
既,65E2,26082
日,65E5,26085
旦,65E6,26086
旧,65E7,26087
旨,65E8,26088
早,65E9,26089
旬,65EC,26092
旭,65ED,26093
旮,65EE,26094
旯,65EF,26095
旰,65F0,26096
旱,65F1,26097
时,65F6,26102
旷,65F7,26103
旺,65FA,26106
旻,65FB,26107
昀,6600,26112
昂,6602,26114
昃,6603,26115
昆,6606,26118
昇,6607,26119
昊,660A,26122
昌,660C,26124
明,660E,26126
昏,660F,26127
易,6613,26131
昔,6614,26132
昕,6615,26133
昙,6619,26137
昝,661D,26141
星,661F,26143
映,6620,26144
春,6625,26149
昧,6627,26151
昨,6628,26152
